Area,Year,ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Brazil,2012,23100,1761,346583,26.13
Brazil,2012,23100,1761,346583,24.84
Brazil,2012,23100,1761,346583,25.65
Brazil,2013,27491,1761,367778,21.59
Brazil,2013,27491,1761,367778,20.07
Brazil,2013,27491,1761,367778,17.57
Brazil,2013,27491,1761,367778,17.57
Brazil,2013,27491,1761,367778,27.71
Brazil,2013,27491,1761,367778,20.07
Brazil,2013,27491,1761,367778,27.11
Brazil,2013,27491,1761,367778,17.84
Brazil,2013,27491,1761,367778,26.4
Brazil,2013,27491,1761,367778,25.19
Brazil,2013,27491,1761,367778,26.14
Bulgaria,1990,45514,608,3906,9.51
Bulgaria,1991,37480,608,3906,8.14
Bulgaria,1992,31071,608,3906,9.07
Bulgaria,1993,28580,608,3777.25,9
Bulgaria,1994,28447,608,3648.5,10.23
Bulgaria,1995,29085,608,3519.75,8.69
Bulgaria,1996,18818,608,3391,8.44
Bulgaria,1997,29502,608,3262.25,8.26
Bulgaria,1998,28058,608,3133.5,9.16
Bulgaria,1999,27352,608,3004.75,9.67
Bulgaria,2000,28421,608,2876,9.9
Bulgaria,2001,30081,608,2747.25,9.55
Bulgaria,2002,30123,608,2618.5,9.6
Bulgaria,2004,38100,608,2361,9.18
Bulgaria,2005,31567,608,2232.25,8.58
Bulgaria,2006,34026,608,2103.5,9.08
Bulgaria,2007,21973,608,1974.75,10.23
Bulgaria,2008,41674,608,1846,9.9
Bulgaria,2009,31873,608,1717.25,9.74
Bulgaria,2010,36185,608,1588.5,9.65
Bulgaria,2011,39197,608,1459.75,9.17
Bulgaria,2012,37596,608,1331,9.99
Bulgaria,2013,41885,608,1197,11.26
Burundi,1990,7478,1274,92.08,21.15
Burundi,1991,7333,1274,92.08,20.97
Burundi,1992,7120,1274,92.08,21.31
Burundi,1993,7748,1274,96.99,21.17
Burundi,1994,8824,1274,84.45,21.25
Burundi,1995,7440,1274,144.2,21.55
Burundi,1996,7728,1274,207.1,21.18
Burundi,1997,7742,1274,117.56,21.51
Burundi,1998,8148,1274,107.29,21.56
Burundi,1999,7085,1274,150.24,21.01
Burundi,2000,6774,1274,109.87,21.32
Burundi,2001,8667,1274,72.56,21.24
Burundi,2002,8290,1274,98.1,21.45
Burundi,2004,8326,1274,508.26,21.71
Burundi,2005,7387,1274,304.83,22.29
Burundi,2006,8007,1274,190.51,21.83
Burundi,2007,8407,1274,412.66,21.28
Burundi,2008,8431,1274,456.44,21.29
Burundi,2009,8583,1274,177.75,21.42
Burundi,2010,7393,1274,264.53,21.75
Burundi,2011,7129,1274,75.64,21.23
Burundi,2012,4448,1274,98.59,21.44
Burundi,2013,7276,1274,956.06,21.53
Cameroon,1990,15000,1604,450.01,25.08
Cameroon,1991,12863,1604,99.09,24.99
Cameroon,1992,12884,1604,1137.56,24.6
Cameroon,1993,12904,1604,774.49,24.9
Cameroon,1994,12937,1604,411.42,24.93
Cameroon,1995,13098,1604,48.35,25.21
Cameroon,1996,13333,1604,180.08,25
Cameroon,1997,13264,1604,630.12,24.98
Cameroon,1998,13279,1604,258.02,25.66
Cameroon,1999,13294,1604,653,24.97
Cameroon,2000,13309,1604,545,24.88
Cameroon,2001,13325,1604,687,25.01
Cameroon,2002,13340,1604,815.79,25.26
Cameroon,2004,13373,1604,849.48,25.42
Cameroon,2005,13390,1604,829.59,25.36
Cameroon,2006,13408,1604,950.22,25.39
Cameroon,2007,13426,1604,918.88,25.49
Cameroon,2008,13444,1604,882.13,25.42
Cameroon,2009,13463,1604,813.77,25.54
Cameroon,2010,13846,1604,1160.63,25.7
Cameroon,2011,13971,1604,1372.47,25.25
Cameroon,2012,12308,1604,1372.47,25.18
Cameroon,2013,12879,1604,1372.47,25.45
Canada,1990,22769,537,29568,8.2
Canada,1990,22769,537,29568,9.48
Canada,1990,22769,537,29568,6.07
Canada,1990,22769,537,29568,5.57
Canada,1990,22769,537,29568,7.41
Canada,1990,22769,537,29568,7.82
Canada,1991,22559,537,29477.5,8.13
Canada,1991,22559,537,29477.5,9.72
Canada,1991,22559,537,29477.5,5.82
Canada,1991,22559,537,29477.5,5.46
Canada,1991,22559,537,29477.5,7.55
Canada,1991,22559,537,29477.5,7.89
Canada,1992,21603,537,29387,6.25
Canada,1992,21603,537,29387,8.05
Canada,1992,21603,537,29387,4.41
Canada,1992,21603,537,29387,3.69
Canada,1992,21603,537,29387,5.79
Canada,1992,21603,537,29387,8.77
Canada,1993,22027,537,29296.5,6.48
Canada,1993,22027,537,29296.5,8.11
Canada,1993,22027,537,29296.5,4.52
Canada,1993,22027,537,29296.5,3.96
Canada,1993,22027,537,29296.5,5.87
Canada,1993,22027,537,29296.5,7.69
Canada,1994,21275,537,29206,6.52
Canada,1994,21275,537,29206,8.11
Canada,1994,21275,537,29206,4.72
Canada,1994,21275,537,29206,4.06
Canada,1994,21275,537,29206,5.95
Canada,1994,21275,537,29206,8.27
Canada,1995,22467,537,32223.4,7.19
Canada,1995,22467,537,32223.4,8.52
Canada,1995,22467,537,32223.4,5.47
Canada,1995,22467,537,32223.4,4.81
Canada,1995,22467,537,32223.4,6.38
Canada,1995,22467,537,32223.4,8.49
Canada,1996,24304,537,35240.8,6.88
Canada,1996,24304,537,35240.8,7.85
Canada,1996,24304,537,35240.8,5.25
Canada,1996,24304,537,35240.8,4.66
Canada,1996,24304,537,35240.8,5.81
Canada,1996,24304,537,35240.8,7.16
Canada,1997,21285,537,38258.2,6.72
Canada,1997,21285,537,38258.2,8.09
Canada,1997,21285,537,38258.2,4.54
Canada,1997,21285,537,38258.2,3.99
Canada,1997,21285,537,38258.2,6
Canada,1997,21285,537,38258.2,8.23
Canada,1998,22550,537,41275.6,9.01
Canada,1998,22550,537,41275.6,10.6
Canada,1998,22550,537,41275.6,7
Canada,1998,22550,537,41275.6,6.68
Canada,1998,22550,537,41275.6,8.54
Canada,1998,22550,537,41275.6,8.72
Canada,1999,25971,537,44293,8.29
Canada,1999,25971,537,44293,9.53
Canada,1999,25971,537,44293,6.71
Canada,1999,25971,537,44293,6.02
Canada,1999,25971,537,44293,7.75
Canada,1999,25971,537,44293,7.69
Canada,2000,24446,537,39667,6.93
Canada,2000,24446,537,39667,8.67
Canada,2000,24446,537,39667,5.14
Canada,2000,24446,537,39667,4.61
Canada,2000,24446,537,39667,6.67
Canada,2000,24446,537,39667,7.63
Canada,2001,19452,537,38456,8.47
Canada,2001,19452,537,38456,9.63
Canada,2001,19452,537,38456,6.46
Canada,2001,19452,537,38456,6.01
Canada,2001,19452,537,38456,7.76
Canada,2001,19452,537,38456,7.77
Canada,2002,18324,537,34226,8.18
Canada,2002,18324,537,34226,9.45
Canada,2002,18324,537,34226,6.01
Canada,2002,18324,537,34226,5.47
Canada,2002,18324,537,34226,7.48
Canada,2002,18324,537,34226,7.82
Canada,2004,26409,537,36138,7.02
Canada,2004,26409,537,36138,8.63
Canada,2004,26409,537,36138,4.91
Canada,2004,26409,537,36138,4.46
Canada,2004,26409,537,36138,6.4
Canada,2004,26409,537,36138,8.95
Canada,2005,27381,537,36363,7.89
Canada,2005,27381,537,36363,9.05
Canada,2005,27381,537,36363,5.95
Canada,2005,27381,537,36363,5.53
Canada,2005,27381,537,36363,7.22
Canada,2005,27381,537,36363,8.38
Canada,2006,26096,537,36572.75,8.66
Canada,2006,26096,537,36572.75,9.83
Canada,2006,26096,537,36572.75,6.95
Canada,2006,26096,537,36572.75,6.3
Canada,2006,26096,537,36572.75,7.85
Canada,2006,26096,537,36572.75,8.31
Canada,2007,23317,537,45140.03,7.42
Canada,2007,23317,537,45140.03,9.14
Canada,2007,23317,537,45140.03,5.25
Canada,2007,23317,537,45140.03,4.96
Canada,2007,23317,537,45140.03,7.07
Canada,2007,23317,537,45140.03,7.72
Canada,2008,28575,537,53707.3,7.5
Canada,2008,28575,537,53707.3,8.61
Canada,2008,28575,537,53707.3,5.62
Canada,2008,28575,537,53707.3,5.01
Canada,2008,28575,537,53707.3,6.58
Canada,2008,28575,537,53707.3,7.3
Canada,2009,27897,537,54529.4,7.12
Canada,2009,27897,537,54529.4,8.38
Canada,2009,27897,537,54529.4,5.27
Canada,2009,27897,537,54529.4,4.71
Canada,2009,27897,537,54529.4,6.28
Canada,2009,27897,537,54529.4,7.8
Canada,2010,28085,537,61050,8.64
Canada,2010,28085,537,61050,9.47
Canada,2010,28085,537,61050,7.11
Canada,2010,28085,537,61050,6.73
Canada,2010,28085,537,61050,7.77
Canada,2010,28085,537,61050,8.33
Canada,2011,29568,537,62107.2,8.34
Canada,2011,29568,537,62107.2,9.32
Canada,2011,29568,537,62107.2,6.52
Canada,2011,29568,537,62107.2,6.14
Canada,2011,29568,537,62107.2,7.3
Canada,2011,29568,537,62107.2,7.21
Canada,2012,28645,537,73508.9,9.24
Canada,2012,28645,537,73508.9,10.51
Canada,2012,28645,537,73508.9,7.09
Canada,2012,28645,537,73508.9,6.59
Canada,2012,28645,537,73508.9,8.66
Canada,2012,28645,537,73508.9,7.85
Canada,2013,35943,537,81659.8,9.19
Canada,2013,35943,537,81659.8,10.11
Canada,2013,35943,537,81659.8,7.86
Canada,2013,35943,537,81659.8,7.08
Canada,2013,35943,537,81659.8,8.46
Canada,2013,35943,537,81659.8,9.85
Chile,1990,29481,1522,15373,12.88
Chile,1990,29481,1522,15373,6.11
Chile,1991,34057,1522,15373,13
Chile,1991,34057,1522,15373,6.37
Chile,1992,33787,1522,15373,12.93
Chile,1992,33787,1522,15373,5.97
Chile,1993,33500,1522,15373,13.26
Chile,1993,33500,1522,15373,6.16
Chile,1994,35157,1522,15373,13.42
Chile,1994,35157,1522,15373,6.7
Chile,1995,35500,1522,15373,13.02
Chile,1995,35500,1522,15373,6.4
Chile,1996,33278,1522,15373,13.16
Chile,1996,33278,1522,15373,6.26
Chile,1997,40174,1522,15373,13.66
Chile,1997,40174,1522,15373,6.8
Chile,1998,43846,1522,15373,13.19
Chile,1998,43846,1522,15373,6.28
Chile,1999,35342,1522,15373,13.24
Chile,1999,35342,1522,15373,5.93
Chile,2000,38120,1522,14264.54,12.99
Chile,2000,38120,1522,14264.54,5.95
Chile,2001,42999,1522,13156.09,13.16
Chile,2001,42999,1522,13156.09,6.41
Chile,2002,42722,1522,12047.63,12.95
Chile,2002,42722,1522,12047.63,6.25
Chile,2004,45710,1522,9830.72,13.44
Chile,2004,45710,1522,9830.72,6.32
Chile,2005,44130,1522,9830.72,13.06
Chile,2005,44130,1522,9830.72,6.22
Chile,2006,44601,1522,9830.72,13.19
Chile,2006,44601,1522,9830.72,6.84
Chile,2007,47859,1522,9830.72,12.31
Chile,2007,47859,1522,9830.72,5.51
Chile,2008,45748,1522,9830.72,13.69
Chile,2008,45748,1522,9830.72,6.57
Chile,2009,40809,1522,9830.72,13.04
Chile,2009,40809,1522,9830.72,6.7
Chile,2010,57658,1522,9830.72,12.69
Chile,2010,57658,1522,9830.72,6.13
Chile,2011,58060,1522,9830.72,13.25
Chile,2011,58060,1522,9830.72,6.27
Chile,2012,49468,1522,9830.72,13.48
Chile,2012,49468,1522,9830.72,6.82
Chile,2013,58143,1522,9830.72,13.07
Chile,2013,58143,1522,9830.72,5.94
Colombia,1990,18483,3240,18058.29,27.22
Colombia,1990,18483,3240,18058.29,22.4
Colombia,1991,19852,3240,16817,27.3
Colombia,1991,19852,3240,16817,22.53
Colombia,1992,17490,3240,15305.94,27.38
Colombia,1992,17490,3240,15305.94,22.67
Colombia,1993,18773,3240,14961.81,27.42
Colombia,1993,18773,3240,14961.81,22.29
Colombia,1994,20547,3240,17051.34,27.17
Colombia,1994,20547,3240,17051.34,22.33
Colombia,1995,21193,3240,20156.23,27.3
Colombia,1995,21193,3240,20156.23,22.27
Colombia,1996,21824,3240,18131,27.12
Colombia,1996,21824,3240,18131,22.07
Colombia,1997,21243,3240,16005,27.54
Colombia,1997,21243,3240,16005,22.9
Colombia,1998,20497,3240,60687,27.67
Colombia,1998,20497,3240,60687,23.07
Colombia,1999,21537,3240,66088,26.77
Colombia,1999,21537,3240,66088,21.83
Colombia,2000,15992,3240,75843,26.98
Colombia,2000,15992,3240,75843,22.01
Colombia,2001,15106,3240,85515.3,27.28
Colombia,2001,15106,3240,85515.3,22.5
Colombia,2002,17353,3240,84023.26,27.77
Colombia,2002,17353,3240,84023.26,22.73
Colombia,2004,18879,3240,105514.19,27.3
Colombia,2004,18879,3240,105514.19,22.63
Colombia,2005,23371,3240,117881.45,27.56
Colombia,2005,23371,3240,117881.45,22.69
Colombia,2006,15490,3240,98328.63,27.51
Colombia,2006,15490,3240,98328.63,22.6
Colombia,2007,18709,3240,82439.06,27.45
Colombia,2007,18709,3240,82439.06,22.48
Colombia,2008,18151,3240,48538.97,27.16
Colombia,2008,18151,3240,48538.97,22.07
Colombia,2009,16946,3240,51435.13,27.68
Colombia,2009,16946,3240,51435.13,22.87
Colombia,2010,17697,3240,48618.46,27.54
Colombia,2010,17697,3240,48618.46,22.68
Colombia,2011,15964,3240,53797,27.18
Colombia,2011,15964,3240,53797,22.33
Colombia,2012,15196,3240,48727.73,27.56
Colombia,2012,15196,3240,48727.73,22.58
Colombia,2013,16938,3240,54563.38,27.6
Colombia,2013,16938,3240,54563.38,22.85
Croatia,1992,38967,1113,2304,10.78
Croatia,1993,41867,1113,2675.33,10.19
Croatia,1994,37823,1113,3046.67,11.33
Croatia,1995,38605,1113,3418,10.14
Croatia,1996,36905,1113,3148,9.24
Croatia,1997,40000,1113,3026.25,10.18
Croatia,1998,42214,1113,2904.5,10.42
Croatia,1999,32976,1113,2782.75,10.51
Croatia,2000,47455,1113,2661,11.45
Croatia,2001,44047,1113,2539.25,10.74
Croatia,2002,45919,1113,2417.5,11.18
Croatia,2004,49278,1113,2174,10.06
Croatia,2005,41144,1113,2053,9.62
Croatia,2006,45833,1113,2150,10.56
Croatia,2007,46408,1113,2015,11.31
Croatia,2008,54833,1113,2388,11.09
Croatia,2009,51896,1113,2070,11.06
Croatia,2010,40415,1113,1540,10
Croatia,2011,52237,1113,1638.74,11.02
Croatia,2012,53473,1113,1737.47,11.12
Croatia,2013,48846,1113,1836.21,11.58
Denmark,2010,66264,703,3894,7.54
Denmark,2011,64672,703,4249.48,9.31
Denmark,2012,73687,703,5716,8.7
Denmark,2013,72992,703,4118,8.81
Denmark,1990,74180,703,5650,9.83
Denmark,1991,70749,703,4628,8.62
Denmark,1992,61510,703,4566,9.47
Denmark,1993,69791,703,4103,8.16
Denmark,1994,64948,703,3922,9.15
Denmark,1995,75633,703,5043,8.75
Denmark,1996,69864,703,3672,7.31
Denmark,1997,72057,703,3679,8.91
Denmark,1998,72476,703,3623,8.65
Denmark,1999,70074,703,2867,9.37
Denmark,2000,74797,703,3174,9.67
Denmark,2001,73559,703,3311,8.78
Denmark,2002,70345,703,2868,9.54
Denmark,2004,71406,703,2899,9
Denmark,2005,72328,703,3246,9.11
Denmark,2006,69964,703,3212,9.74
Denmark,2007,65610,703,3336,9.87
Denmark,2008,78638,703,4145,9.82
Denmark,2009,80373,703,2836,9.22
Ecuador,1990,7967,2274,2537,21.82
Ecuador,1990,7967,2274,2537,17.6
Ecuador,1990,7967,2274,2537,22.12
Ecuador,1991,5696,2274,2377,21.91
Ecuador,1991,5696,2274,2377,17.59
Ecuador,1991,5696,2274,2377,22.18
Ecuador,1992,5911,2274,2012,21.94
Ecuador,1992,5911,2274,2012,17.67
Ecuador,1992,5911,2274,2012,22.19
Ecuador,1993,6711,2274,1844,21.86
Ecuador,1993,6711,2274,1844,17.42
Ecuador,1993,6711,2274,1844,22.15
Ecuador,1994,6162,2274,2670,21.46
Ecuador,1994,6162,2274,2670,17.4
Ecuador,1994,6162,2274,2670,21.8
Ecuador,1995,6951,2274,2658,21.96
Ecuador,1995,6951,2274,2658,17.7
Ecuador,1995,6951,2274,2658,22.19
Ecuador,1996,6176,2274,2407,21.34
Ecuador,1996,6176,2274,2407,17.23
Ecuador,1996,6176,2274,2407,21.69
Ecuador,1997,5976,2274,7612,22.88
Ecuador,1997,5976,2274,7612,17.82
Ecuador,1997,5976,2274,7612,23
Ecuador,1998,6484,2274,21500,22.59
Ecuador,1998,6484,2274,21500,18.12
Ecuador,1998,6484,2274,21500,22.72
Ecuador,1999,7001,2274,14216,21.21
Ecuador,1999,7001,2274,14216,17.02
Ecuador,1999,7001,2274,14216,21.43
Ecuador,2000,6208,2274,17948,21.34
Ecuador,2000,6208,2274,17948,17.06
Ecuador,2000,6208,2274,17948,21.46
Ecuador,2001,6100,2274,7344,21.51
Ecuador,2001,6100,2274,7344,17.39
Ecuador,2001,6100,2274,7344,21.88
Ecuador,2002,5696,2274,1302.49,22.23
Ecuador,2002,5696,2274,1302.49,17.78
Ecuador,2002,5696,2274,1302.49,22.47
Ecuador,2004,8053,2274,29799.84,22.04
Ecuador,2004,8053,2274,29799.84,17.73
Ecuador,2004,8053,2274,29799.84,22.33
Ecuador,2005,7220,2274,18391.23,21.82
Ecuador,2005,7220,2274,18391.23,17.67
Ecuador,2005,7220,2274,18391.23,22.21
Ecuador,2006,7774,2274,7953.42,22.09
Ecuador,2006,7774,2274,7953.42,17.6
Ecuador,2006,7774,2274,7953.42,22.31
Ecuador,2007,8186,2274,14156.16,21.68
Ecuador,2007,8186,2274,14156.16,17.44
Ecuador,2007,8186,2274,14156.16,21.99
Ecuador,2008,7466,2274,15396.14,21.72
Ecuador,2008,7466,2274,15396.14,17.16
Ecuador,2008,7466,2274,15396.14,21.89
Ecuador,2009,8617,2274,9666.87,22.01
Ecuador,2009,8617,2274,9666.87,17.76
Ecuador,2009,8617,2274,9666.87,22.42
Ecuador,2010,8912,2274,31637.12,21.98
Ecuador,2010,8912,2274,31637.12,17.79
Ecuador,2010,8912,2274,31637.12,22.3
Ecuador,2011,9249,2274,17529.44,21.78
Ecuador,2011,9249,2274,17529.44,17.42
Ecuador,2011,9249,2274,17529.44,22.11
Ecuador,2012,7995,2274,11469.74,21.86
Ecuador,2012,7995,2274,11469.74,17.46
Ecuador,2012,7995,2274,11469.74,22.16
Ecuador,2013,7064,2274,6471.77,21.69
Ecuador,2013,7064,2274,6471.77,17.28
Ecuador,2013,7064,2274,6471.77,21.94
Egypt,1990,51967,51,13214,20.73
Egypt,1990,51967,51,13214,21.6
Egypt,1991,48163,51,8255,20.64
Egypt,1991,48163,51,8255,21.65
Egypt,1992,52546,51,6156,20.09
Egypt,1992,52546,51,6156,21.11
Egypt,1993,52970,51,4175,20.74
Egypt,1993,52970,51,4175,21.79
Egypt,1994,50026,51,4283,21.1
Egypt,1994,50026,51,4283,22.02
Egypt,1995,54221,51,4391,20.62
Egypt,1995,54221,51,4391,21.56
Egypt,1996,56384,51,4499,20.85
Egypt,1996,56384,51,4499,21.88
Egypt,1997,55994,51,4607,20.52
Egypt,1997,55994,51,4607,21.45
Egypt,1998,59896,51,4715,21.29
Egypt,1998,59896,51,4715,22.36
Egypt,1999,63467,51,4823,21.46
Egypt,1999,63467,51,4823,22.28
Egypt,2000,63422,51,4931,20.74
Egypt,2000,63422,51,4931,21.49
Egypt,2001,63580,51,5039,21.45
Egypt,2001,63580,51,5039,22.33
Egypt,2002,64345,51,5147,21.46
Egypt,2002,64345,51,5147,22.41
Egypt,2004,65567,51,5363,21.06
Egypt,2004,65567,51,5363,22.08
Egypt,2005,64929,51,5471,21.08
Egypt,2005,64929,51,5471,22.01
Egypt,2006,64303,51,9781,21.15
Egypt,2006,64303,51,9781,22.05
Egypt,2007,64673,51,9105,21.51
Egypt,2007,64673,51,9105,22.36
Egypt,2008,65031,51,9527,21.74
Egypt,2008,65031,51,9527,22.64
Egypt,2009,63829,51,9013,21.67
Egypt,2009,63829,51,9013,22.63
Egypt,2010,55741,51,11590,22.46
Egypt,2010,55741,51,11590,23.72
Egypt,2011,65428,51,12945,21.18
Egypt,2011,65428,51,12945,21.99
Egypt,2012,65823,51,13991,21.55
Egypt,2012,65823,51,13991,22.48
Egypt,2013,66682,51,13653,21.44
Egypt,2013,66682,51,13653,22.91
Eritrea,1993,2038,383,4.44,24.09
Eritrea,1994,7449,383,4.44,24.13
Eritrea,1995,5124,383,4.44,24.37
Eritrea,1996,3665,383,4.44,24.36
Eritrea,1997,3434,383,30.92,24.32
Eritrea,1998,9552,383,19.61,24.78
Eritrea,1999,7700,383,22.28,24.68
Eritrea,2000,5943,383,24.96,24.76
Eritrea,2001,11658,383,27.63,24.61
Eritrea,2002,1706,383,27.63,24.86
Eritrea,2004,2980,383,27.63,24.79
Eritrea,2005,11565,383,27.63,24.85
Eritrea,2006,11604,383,27.63,24.7
Eritrea,2007,8395,383,27.63,24.7
Eritrea,2008,3307,383,27.63,24.79
Eritrea,2009,10706,383,27.63,25.3
Eritrea,2010,11786,383,27.63,25.22
Eritrea,2011,11154,383,27.63,24.78
Eritrea,2012,12692,383,27.63,25.16
Eritrea,2013,12000,383,27.63,25.87
Estonia,1992,20562,626,469,6.51
Estonia,1993,20994,626,170,5.26
Estonia,1994,16686,626,176,5.35
Estonia,1995,19974,626,154,6.23
Estonia,1996,22046,626,133,4.63
Estonia,1997,21850,626,200,5.95
Estonia,1998,17666,626,195,5.5
Estonia,1999,13377,626,187,6.55
Estonia,2000,21285,626,315,7.12
Estonia,2001,22302,626,329,6.08
Estonia,2002,23025,626,331,6.34
Estonia,2004,25083,626,351,6.03
Estonia,2005,30818,626,386,6.04
Estonia,2006,24173,626,452,6.7
Estonia,2007,34746,626,460,6.97
Estonia,2008,31831,626,551,7.39
Estonia,2009,30146,626,402,6.14
Estonia,2010,27440,626,514,5.06
Estonia,2011,28065,626,460,6.98
Estonia,2012,38994,626,553,5.57
Estonia,2013,32754,626,567,7.28
Finland,1990,34847,536,2001,6.07
Finland,1991,36391,536,1738,5.62
Finland,1992,24152,536,1372,5.8
Finland,1993,36212,536,1200,4.74
Finland,1994,37953,536,1247,4.66
Finland,1995,37686,536,1041,5.63
Finland,1996,40827,536,909,4.2
Finland,1997,37188,536,999,5.36
Finland,1998,28929,536,1164,4.71
Finland,1999,21589,536,1139,5.7
Finland,2000,36007,536,1147.48,6.57
Finland,2001,33811,536,1423.27,5.35
Finland,2002,32585,536,1620.36,5.54
Finland,2004,34738,536,1489.12,5.4
Finland,2005,37304,536,1431.04,5.8
Finland,2006,35575,536,1645.3,5.91
Finland,2007,39329,536,1479.45,6.23
Finland,2008,36408,536,1621.86,6.77
Finland,2009,41027,536,1693.8,5.49
Finland,2010,34299,536,1746.71,4.36
Finland,2011,38469,536,1707.54,6.38
Finland,2012,39028,536,1545.25,5.12
Finland,2013,38215,536,1475.39,6.17
France,1990,64787,867,97701,11.96
France,1991,66764,867,103434,10.6
France,1992,63992,867,85249,11.15
France,1993,64739,867,91953,10.7
France,1994,66685,867,89515,11.96
France,1995,65079,867,84011,11.69
France,1996,71361,867,97890,10.14
France,1997,66288,867,109792,11.59
France,1998,76063,867,107753,11.25
France,1999,72395,867,114695,11.83
France,2000,71175,867,97878,11.74
France,2001,66169,867,99694,11.37
France,2002,74455,867,82448,11.87
France,2004,75788,867,76099,11.34
France,2005,69887,867,78265,11.55
France,2006,67414,867,71612,11.79
France,2007,62542,867,77255,11.75
France,2008,71018,867,78577,11.28
France,2009,74478,867,63676,11.46
France,2010,70405,867,61903,10.41
France,2011,66563,867,61039,12.33
France,2012,71512,867,63547.59,11.22
France,2013,72656,867,66497.29,11.01
Germany,1990,62734,700,31289,10.71
Germany,1990,62734,700,31289,10.08
Germany,1990,62734,700,31289,5.92
Germany,1991,67712,700,32006,9.36
Germany,1991,67712,700,32006,8.79
Germany,1991,67712,700,32006,4.93
Germany,1992,59811,700,29542,10.38
Germany,1992,59811,700,29542,9.84
Germany,1992,59811,700,29542,5.91
Germany,1993,65841,700,25170,9.34
Germany,1993,65841,700,25170,8.57
Germany,1993,65841,700,25170,5.33
Germany,1994,67684,700,26330,10.43
Germany,1994,67684,700,26330,9.73
Germany,1994,67684,700,26330,6.64
Germany,1995,68882,700,30090,9.75
Germany,1995,68882,700,30090,9.16
Germany,1995,68882,700,30090,5.33
Germany,1996,72932,700,31683,7.88
Germany,1996,72932,700,31683,7.42
Germany,1996,72932,700,31683,4.49
Germany,1997,72902,700,30414,9.73
Germany,1997,72902,700,30414,9.27
Germany,1997,72902,700,30414,5.79
Germany,1998,72035,700,33377,10.05
Germany,1998,72035,700,33377,9.31
Germany,1998,72035,700,33377,5.66
Germany,1999,75411,700,30019,10.58
Germany,1999,75411,700,30019,10.02
Germany,1999,75411,700,30019,5.55
Germany,2000,72826,700,35273.17,10.96
Germany,2000,72826,700,35273.17,10.12
Germany,2000,72826,700,35273.17,6.33
Germany,2001,78827,700,33423.49,9.69
Germany,2001,78827,700,33423.49,9.19
Germany,2001,78827,700,33423.49,5.59
Germany,2002,69056,700,34431.72,10.26
Germany,2002,69056,700,34431.72,9.86
Germany,2002,69056,700,34431.72,6.26
Germany,2004,81716,700,34930.37,9.82
Germany,2004,81716,700,34930.37,9.48
Germany,2004,81716,700,34930.37,5.43
Germany,2005,74651,700,36386.27,9.92
Germany,2005,74651,700,36386.27,9.58
Germany,2005,74651,700,36386.27,5.01
Germany,2006,72007,700,38540.15,10.55
Germany,2006,72007,700,38540.15,10.15
Germany,2006,72007,700,38540.15,5.94
Germany,2007,69611,700,40740.64,10.88
Germany,2007,69611,700,40740.64,10.37
Germany,2007,69611,700,40740.64,6.28
Germany,2008,80873,700,43413.01,10.66
Germany,2008,80873,700,43413.01,10.04
Germany,2008,80873,700,43413.01,5.94
Germany,2009,78091,700,39289.43,10.06
Germany,2009,78091,700,39289.43,9.61
Germany,2009,78091,700,39289.43,5.89
Germany,2010,72120,700,40832.42,8.61
Germany,2010,72120,700,40832.42,7.97
Germany,2010,72120,700,40832.42,4.85
Germany,2011,70139,700,43754.35,10.56
Germany,2011,70139,700,43754.35,9.73
Germany,2011,70139,700,43754.35,6.56
Germany,2012,73312,700,45522.5,9.96
Germany,2012,73312,700,45522.5,9.2
Germany,2012,73312,700,45522.5,5.88
Germany,2013,79979,700,43756.1,10.12
Germany,2013,79979,700,43756.1,9.17
Germany,2013,79979,700,43756.1,6
Greece,1990,19332,652,7420,18.05
Greece,1991,31183,652,7420,17.07
Greece,1992,24315,652,7869,17.13
Greece,1993,22952,652,8826,17.53
Greece,1994,27510,652,6341,18.47
Greece,1995,26341,652,6663,17.82
Greece,1996,24149,652,7296,17.46
Greece,1997,24172,652,9223,17.35
Greece,1998,24379,652,10702,18.15
Greece,1999,23910,652,9635,18.82
Greece,2000,26666,652,10627,18.2
Greece,2001,25096,652,10725,18.67
Greece,2002,23432,652,11852,18.33
Greece,2004,24757,652,11594,18.07
Greece,2005,24058,652,12083,17.91
Greece,2006,22859,652,7505.3,17.78
Greece,2007,22353,652,7345.7,18.67
Greece,2008,27769,652,5130.8,18.61
Greece,2009,27436,652,3404.4,18.52
Greece,2010,26044,652,5607.7,19.3
Greece,2011,27004,652,8189.8,17.67
Greece,2012,26650,652,8002.2,18.82
Greece,2013,27777,652,8081.72,19.36
Guatemala,1990,19983,1996,12004.33,19.64
Guatemala,1991,20124,1996,12004.33,19.91
Guatemala,1992,20000,1996,12004.33,19.89
Guatemala,1993,19924,1996,12004.33,19.85
Guatemala,1994,21025,1996,12004.33,20.08
Guatemala,1995,20987,1996,12004.33,19.98
Guatemala,1996,21020,1996,12004.33,19.48
Guatemala,1997,20408,1996,11419.53,20.16
Guatemala,1998,19721,1996,10834.74,20.36
Guatemala,1999,19633,1996,10249.94,19.44
Guatemala,2000,20934,1996,9665.14,19.47
Guatemala,2001,29638,1996,10023.42,19.62
Guatemala,2002,19146,1996,10381.71,19.93
Guatemala,2004,20184,1996,11959.92,19.85
Guatemala,2005,21288,1996,13506.02,19.99
