hotel,week_no,no_of_days,adults,reserved_room_type,daily_rate
Resort Hotel,77,5,2,G,189
Resort Hotel,77,1,2,C,150.6
Resort Hotel,77,4,2,G,218.1
Resort Hotel,76,6,2,A,93
Resort Hotel,76,6,2,A,93
Resort Hotel,76,6,3,A,108
Resort Hotel,77,5,2,G,201
Resort Hotel,76,6,2,A,93
Resort Hotel,77,6,2,A,130.87
Resort Hotel,76,7,2,E,109.2
Resort Hotel,76,10,2,D,115.8
Resort Hotel,76,7,2,D,64.9
Resort Hotel,76,7,2,D,62.9
Resort Hotel,76,7,2,A,54.9
Resort Hotel,76,7,2,D,93.8
Resort Hotel,77,6,2,E,105
Resort Hotel,77,4,2,A,129
Resort Hotel,77,3,1,A,87
Resort Hotel,76,7,1,A,59.9
Resort Hotel,76,7,1,A,59.9
Resort Hotel,76,7,2,D,92.9
Resort Hotel,77,1,1,A,57
Resort Hotel,77,6,2,A,163
Resort Hotel,77,6,2,A,161
Resort Hotel,76,7,2,D,92.9
Resort Hotel,76,7,1,A,59.9
Resort Hotel,77,1,2,D,78
Resort Hotel,77,6,2,A,119
Resort Hotel,76,7,2,D,64.9
Resort Hotel,76,7,3,D,86.92
Resort Hotel,76,7,2,E,99
Resort Hotel,76,7,2,D,64.9
Resort Hotel,76,7,2,D,64.9
Resort Hotel,76,7,1,A,47.9
Resort Hotel,75,14,2,D,62.9
Resort Hotel,76,7,2,A,51.85
Resort Hotel,76,7,3,A,74.12
Resort Hotel,77,3,2,G,201
Resort Hotel,76,14,2,D,87
Resort Hotel,77,7,2,A,77.85
Resort Hotel,75,15,2,D,68.4
Resort Hotel,76,14,2,A,51.85
Resort Hotel,76,10,2,D,64.9
Resort Hotel,76,10,2,D,88.9
Resort Hotel,77,7,2,G,161
Resort Hotel,77,2,2,E,185
Resort Hotel,77,2,2,E,173
Resort Hotel,77,2,2,E,193
Resort Hotel,77,1,2,A,129
Resort Hotel,77,1,2,A,141
Resort Hotel,77,2,2,A,71.6
Resort Hotel,77,7,3,D,99.9
Resort Hotel,77,1,2,A,112.5
Resort Hotel,77,1,2,E,143.1
Resort Hotel,77,1,2,E,158.1
Resort Hotel,77,2,2,A,143
Resort Hotel,77,3,2,A,129
Resort Hotel,77,4,2,A,129
Resort Hotel,77,4,3,H,196
Resort Hotel,77,1,2,H,186
Resort Hotel,77,7,2,D,118.5
Resort Hotel,77,8,2,C,149.6
Resort Hotel,129,8,2,C,128.05
Resort Hotel,76,14,2,E,91.1
Resort Hotel,77,7,2,D,64.9
Resort Hotel,77,7,1,A,53.12
Resort Hotel,77,7,1,E,95.5
Resort Hotel,77,7,1,E,93.5
Resort Hotel,77,7,1,D,68.4
Resort Hotel,77,2,2,D,78
Resort Hotel,77,5,2,G,201
Resort Hotel,77,7,2,A,72
Resort Hotel,77,7,1,A,51.12
Resort Hotel,77,2,2,D,78
Resort Hotel,77,2,2,D,78
Resort Hotel,77,7,2,D,87.5
Resort Hotel,77,4,2,A,96.36
Resort Hotel,77,5,2,A,132.6
Resort Hotel,78,1,2,A,129
Resort Hotel,76,14,2,A,72
Resort Hotel,77,2,2,E,173
Resort Hotel,76,14,2,D,138
Resort Hotel,126,14,2,E,156.83
Resort Hotel,77,7,1,A,52.83
Resort Hotel,76,14,2,D,64.9
Resort Hotel,78,3,2,F,184.33
Resort Hotel,82,6,2,G,227
Resort Hotel,76,14,2,A,51.84
Resort Hotel,77,7,2,D,100.6
Resort Hotel,76,14,2,D,92.9
Resort Hotel,77,6,2,E,116.5
Resort Hotel,77,7,2,A,51.85
Resort Hotel,78,2,2,A,141
Resort Hotel,77,7,2,F,108
Resort Hotel,77,3,2,A,107.63
Resort Hotel,78,2,2,E,158
Resort Hotel,77,9,2,A,116
Resort Hotel,78,1,2,A,97
Resort Hotel,77,5,2,D,133
Resort Hotel,78,1,2,A,111
Resort Hotel,78,5,2,A,76.8
Resort Hotel,79,1,3,G,201
Resort Hotel,78,1,2,A,99
Resort Hotel,78,5,2,A,64.8
Resort Hotel,78,1,2,A,100
Resort Hotel,78,2,1,A,65
Resort Hotel,78,2,2,A,75
Resort Hotel,118,6,2,A,50
Resort Hotel,78,2,1,A,65
Resort Hotel,78,2,2,A,129
Resort Hotel,78,2,2,A,141
Resort Hotel,77,7,2,D,93.8
Resort Hotel,78,1,2,A,99
Resort Hotel,78,5,2,A,64.8
Resort Hotel,78,1,2,A,99
Resort Hotel,78,5,2,A,64.8
Resort Hotel,77,4,2,A,121
Resort Hotel,78,1,2,A,99
Resort Hotel,78,5,2,A,64.8
Resort Hotel,77,7,2,D,73.1
Resort Hotel,77,4,2,A,98.75
Resort Hotel,77,7,2,A,55.44
Resort Hotel,77,3,2,A,153
Resort Hotel,77,4,2,A,119
Resort Hotel,76,10,2,A,143
Resort Hotel,77,4,2,G,237
Resort Hotel,77,7,2,D,100.6
Resort Hotel,77,7,2,D,113.6
Resort Hotel,77,7,2,F,183.86
Resort Hotel,77,4,3,F,158.58
Resort Hotel,77,5,2,F,116.31
Resort Hotel,78,1,1,A,79
Resort Hotel,76,12,2,E,136.8
Resort Hotel,77,6,2,A,93.75
Resort Hotel,78,1,1,A,65
Resort Hotel,77,7,2,A,119
Resort Hotel,77,9,2,D,89.12
Resort Hotel,77,9,2,D,87.12
Resort Hotel,78,2,2,G,189
Resort Hotel,78,1,1,A,96
Resort Hotel,78,2,2,G,201
Resort Hotel,77,7,1,A,47.9
Resort Hotel,77,7,1,A,122
Resort Hotel,77,10,2,E,97.92
Resort Hotel,77,7,1,A,47.9
Resort Hotel,77,6,2,E,181.9
Resort Hotel,77,6,2,C,232.4
Resort Hotel,77,6,2,E,193.9
Resort Hotel,77,7,2,A,107.71
Resort Hotel,78,2,2,F,130.13
Resort Hotel,77,5,2,A,118
Resort Hotel,77,7,2,D,93.8
Resort Hotel,77,7,2,D,68.4
Resort Hotel,77,5,1,C,144
Resort Hotel,77,9,2,A,57.6
Resort Hotel,77,7,2,E,138
Resort Hotel,76,14,2,D,64.9
Resort Hotel,127,14,2,D,70.26
Resort Hotel,77,7,2,E,98.6
Resort Hotel,77,11,2,A,79.85
Resort Hotel,76,14,2,A,51.85
Resort Hotel,77,7,2,G,142
Resort Hotel,76,14,2,D,62.9
Resort Hotel,77,7,2,D,64.9
Resort Hotel,76,14,2,A,79.85
Resort Hotel,77,7,2,D,70.4
Resort Hotel,76,14,2,D,64.76
Resort Hotel,78,1,1,A,79
Resort Hotel,77,7,2,A,53.85
Resort Hotel,77,11,2,A,83.85
Resort Hotel,77,7,2,D,64.9
Resort Hotel,77,7,2,D,70.4
Resort Hotel,78,1,2,A,121
Resort Hotel,77,10,2,E,137.8
Resort Hotel,78,1,2,E,139
Resort Hotel,78,2,3,H,206
Resort Hotel,77,11,2,E,180
Resort Hotel,77,6,2,A,118
Resort Hotel,78,2,1,F,145
Resort Hotel,78,1,1,A,91
Resort Hotel,78,2,3,H,190
Resort Hotel,78,3,2,G,147
Resort Hotel,78,3,1,A,57
Resort Hotel,78,4,2,F,123.62
Resort Hotel,77,6,2,A,72
Resort Hotel,77,11,2,E,81.02
Resort Hotel,77,7,2,A,61
Resort Hotel,77,7,2,D,78.5
Resort Hotel,77,7,2,E,94.89
Resort Hotel,77,12,2,E,101
Resort Hotel,77,6,2,D,87.5
Resort Hotel,78,1,3,H,168
Resort Hotel,77,10,2,D,70.4
Resort Hotel,78,2,2,G,181
Resort Hotel,76,14,2,D,88.7
Resort Hotel,76,14,2,D,64.9
Resort Hotel,77,10,3,A,77.76
Resort Hotel,77,7,2,A,83.6
Resort Hotel,77,8,2,A,117.76
Resort Hotel,133,8,2,A,167.68
Resort Hotel,78,4,2,A,64.8
Resort Hotel,78,2,2,E,112
Resort Hotel,77,7,2,E,78.5
Resort Hotel,76,14,2,A,51.85
Resort Hotel,77,7,2,A,57.6
Resort Hotel,78,1,2,F,161
Resort Hotel,77,8,2,A,72
Resort Hotel,78,2,2,H,186
Resort Hotel,77,7,2,D,68.4
Resort Hotel,78,3,2,A,92
Resort Hotel,78,7,2,A,69.6
Resort Hotel,78,5,2,A,68
Resort Hotel,78,7,2,E,146.1
Resort Hotel,129,9,2,E,151.56
Resort Hotel,78,5,3,H,206
Resort Hotel,78,5,1,A,64.8
Resort Hotel,78,2,2,D,152.16
Resort Hotel,78,7,2,D,90.9
Resort Hotel,78,6,2,A,84
Resort Hotel,78,7,2,D,70.4
Resort Hotel,78,7,2,D,70.4
Resort Hotel,78,1,1,A,132
Resort Hotel,78,1,2,A,98.4
Resort Hotel,78,6,2,A,72
Resort Hotel,78,1,2,A,141
Resort Hotel,78,1,2,A,129
Resort Hotel,78,1,2,A,161
Resort Hotel,78,1,2,A,161
Resort Hotel,78,1,2,A,129
Resort Hotel,78,1,3,E,185.1
Resort Hotel,78,1,2,G,201
Resort Hotel,78,2,2,A,72
Resort Hotel,78,2,2,A,84
Resort Hotel,79,3,2,A,84
Resort Hotel,78,1,2,A,129
Resort Hotel,78,5,2,A,84
Resort Hotel,78,1,3,A,158.1
Resort Hotel,77,10,2,D,66.6
Resort Hotel,78,2,2,F,130.13
Resort Hotel,78,7,2,E,81.2
Resort Hotel,78,4,2,A,72
Resort Hotel,78,2,2,G,145.53
Resort Hotel,79,1,2,A,159
Resort Hotel,77,9,3,A,153
Resort Hotel,78,2,2,A,141
Resort Hotel,78,2,1,C,165
Resort Hotel,78,2,2,G,249
Resort Hotel,78,4,2,A,72
Resort Hotel,78,2,2,A,122.23
Resort Hotel,78,6,2,A,82
Resort Hotel,78,7,2,D,68.4
Resort Hotel,78,7,2,D,68.4
Resort Hotel,78,2,2,F,181
Resort Hotel,79,1,2,A,129
Resort Hotel,78,7,2,A,61
Resort Hotel,78,2,3,H,274
Resort Hotel,79,7,2,A,81
Resort Hotel,78,7,2,D,142.36
Resort Hotel,78,7,2,D,122.86
Resort Hotel,78,5,2,F,133.4
Resort Hotel,78,6,2,E,178
Resort Hotel,79,1,1,A,57
Resort Hotel,83,1,1,A,118
Resort Hotel,117,1,1,A,35
Resort Hotel,126,1,1,A,75
Resort Hotel,79,1,1,A,141
Resort Hotel,79,1,1,A,120
Resort Hotel,78,3,2,A,95.69
Resort Hotel,78,3,2,A,141
Resort Hotel,78,3,2,A,129
Resort Hotel,79,2,3,H,254
Resort Hotel,78,3,2,A,120
Resort Hotel,78,3,2,A,129
Resort Hotel,78,3,2,A,129
Resort Hotel,79,2,1,A,129
Resort Hotel,78,5,2,G,161.1
Resort Hotel,79,2,2,A,120
Resort Hotel,78,7,2,A,76.95
Resort Hotel,79,1,2,F,130.13
Resort Hotel,78,3,2,A,129
Resort Hotel,78,3,2,A,153
Resort Hotel,78,7,2,D,64.24
Resort Hotel,78,7,2,D,85.5
Resort Hotel,79,6,2,A,108.2
Resort Hotel,78,7,2,D,68.4
Resort Hotel,78,8,2,D,133
Resort Hotel,78,7,2,A,78.95
Resort Hotel,78,10,2,D,68.6
Resort Hotel,79,2,2,A,131
Resort Hotel,79,1,1,A,65
Resort Hotel,79,1,2,G,160
Resort Hotel,79,6,2,D,87.6
Resort Hotel,78,10,2,A,77.85
Resort Hotel,77,14,2,D,85.5
Resort Hotel,78,7,2,D,85.5
Resort Hotel,78,4,2,A,106.36
Resort Hotel,78,10,2,D,70.4
Resort Hotel,79,1,1,A,57
Resort Hotel,78,7,2,A,51.85
Resort Hotel,78,7,2,A,83.85
Resort Hotel,78,7,2,A,51.85
Resort Hotel,77,14,2,D,93.8
Resort Hotel,78,7,2,A,53.85
Resort Hotel,78,7,2,A,53.85
Resort Hotel,78,7,2,A,53.85
Resort Hotel,78,7,2,A,53.85
Resort Hotel,78,7,2,D,64.9
Resort Hotel,78,7,2,D,64.9
Resort Hotel,78,7,2,D,64.9
Resort Hotel,78,7,2,A,51.85
Resort Hotel,78,7,2,D,64.9
Resort Hotel,78,7,1,A,45.9
Resort Hotel,78,7,2,D,62.9
Resort Hotel,78,7,2,A,53.85
Resort Hotel,77,14,2,E,106.5
Resort Hotel,78,7,2,A,79.84
Resort Hotel,77,14,2,A,53.85
Resort Hotel,79,4,2,A,99.85
Resort Hotel,78,7,3,A,81.85
Resort Hotel,78,11,2,D,64.9
Resort Hotel,78,6,2,D,91.8
Resort Hotel,78,6,2,D,91.8
Resort Hotel,78,7,2,A,57.6
Resort Hotel,78,7,2,D,116.9
Resort Hotel,79,4,2,A,100.85
Resort Hotel,78,7,2,A,59.6
Resort Hotel,79,4,2,D,68.4
Resort Hotel,79,4,2,D,68.4
Resort Hotel,79,3,2,A,140
Resort Hotel,78,11,2,E,76.95
Resort Hotel,78,6,2,A,131
Resort Hotel,78,7,2,E,79.2
Resort Hotel,79,2,1,A,120
Resort Hotel,77,17,2,E,93
Resort Hotel,89,15,2,E,95
Resort Hotel,78,10,2,E,85.3
Resort Hotel,79,1,1,A,79
Resort Hotel,130,1,1,A,107.95
Resort Hotel,79,3,3,E,159.9
Resort Hotel,78,6,2,D,121
Resort Hotel,78,6,2,A,76.8
Resort Hotel,79,2,2,A,140
Resort Hotel,78,12,2,D,66.98
Resort Hotel,79,4,2,G,189
Resort Hotel,79,1,2,E,149
Resort Hotel,79,3,2,E,111
Resort Hotel,79,1,1,A,65
Resort Hotel,78,7,2,A,131
Resort Hotel,79,6,2,G,148.17
Resort Hotel,77,14,2,A,59.8
Resort Hotel,77,14,2,A,59.8
Resort Hotel,79,2,3,E,166.45
Resort Hotel,78,11,2,D,70
Resort Hotel,79,5,2,C,150.69
Resort Hotel,77,14,2,A,59.8
Resort Hotel,79,2,2,D,156
Resort Hotel,79,1,2,D,151
Resort Hotel,78,7,2,E,100.29
Resort Hotel,78,7,2,E,114.29
Resort Hotel,77,14,2,A,94
Resort Hotel,77,14,2,A,81.9
Resort Hotel,78,7,2,D,86.17
Resort Hotel,79,6,2,F,117.29
Resort Hotel,78,7,2,A,68.43
Resort Hotel,79,6,2,A,123.33
Resort Hotel,77,14,2,A,81.51
Resort Hotel,79,6,3,A,158.33
Resort Hotel,78,7,2,F,158.43
Resort Hotel,77,14,2,D,74
Resort Hotel,79,2,2,E,176
Resort Hotel,78,7,2,A,122.29
Resort Hotel,78,7,2,D,70
Resort Hotel,78,10,2,A,109.1
Resort Hotel,79,1,2,A,122.23
Resort Hotel,79,2,2,H,191
Resort Hotel,79,1,2,G,179
Resort Hotel,79,7,2,A,59.8
Resort Hotel,79,5,2,A,75.6
Resort Hotel,79,5,1,D,89.1
Resort Hotel,79,5,2,A,75.6
Resort Hotel,79,7,2,A,70.86
Resort Hotel,79,7,2,A,70.86
Resort Hotel,79,3,2,A,158.33
Resort Hotel,78,14,1,A,54.7
Resort Hotel,78,13,2,D,71.25
Resort Hotel,79,7,2,A,80.99
Resort Hotel,78,14,2,D,90.1
Resort Hotel,79,3,2,A,158.33
Resort Hotel,79,3,2,A,146.33
Resort Hotel,79,3,2,A,146.33
Resort Hotel,79,3,2,A,146.33
Resort Hotel,79,3,2,G,218.33
Resort Hotel,78,10,2,D,70
Resort Hotel,79,7,2,A,87.71
Resort Hotel,79,7,2,A,74.57
Resort Hotel,79,7,2,E,89.91
Resort Hotel,79,7,2,A,74.57
Resort Hotel,79,7,2,A,76.57
Resort Hotel,79,1,2,E,159
Resort Hotel,79,1,2,H,184
Resort Hotel,79,6,2,A,93
Resort Hotel,79,6,2,A,95
Resort Hotel,79,6,2,C,104
Resort Hotel,79,3,2,G,201
Resort Hotel,79,2,2,G,201
Resort Hotel,79,1,2,A,107.1
Resort Hotel,79,1,2,A,119.1
Resort Hotel,78,8,2,A,74.25
Resort Hotel,78,9,2,D,89
Resort Hotel,79,1,2,G,201
Resort Hotel,79,4,2,A,129
Resort Hotel,79,1,2,A,107.1
Resort Hotel,79,1,2,A,119.1
Resort Hotel,79,7,3,E,153.24
Resort Hotel,79,2,2,E,171
Resort Hotel,79,2,2,E,159
Resort Hotel,79,4,2,F,140.14
Resort Hotel,78,10,2,D,75.8
Resort Hotel,78,14,2,D,68
Resort Hotel,79,4,2,A,152.25
Resort Hotel,79,8,1,A,69.53
Resort Hotel,79,3,2,A,129
Resort Hotel,80,1,2,A,95.64
Resort Hotel,78,9,2,E,95.6
Resort Hotel,79,3,2,D,128.1
Resort Hotel,79,4,2,A,154.25
Resort Hotel,80,1,2,A,98.1
Resort Hotel,80,1,2,A,131
Resort Hotel,79,5,2,D,153.42
Resort Hotel,79,4,2,F,194.1
Resort Hotel,79,7,2,E,90.2
Resort Hotel,80,1,2,A,131
Resort Hotel,79,7,3,H,194
Resort Hotel,80,1,1,A,100
Resort Hotel,78,14,2,E,85.3
Resort Hotel,79,4,2,A,70.88
Resort Hotel,80,1,2,A,109
Resort Hotel,79,6,3,F,133.67
Resort Hotel,78,9,2,A,88.2
Resort Hotel,78,9,2,A,88.2
Resort Hotel,79,7,2,D,90.64
Resort Hotel,79,4,2,A,84.8
Resort Hotel,78,14,2,A,74.57
Resort Hotel,79,9,2,A,59.8
Resort Hotel,79,9,2,A,59.8
Resort Hotel,79,9,2,A,59.8
Resort Hotel,80,1,2,E,189
Resort Hotel,80,1,2,A,159
Resort Hotel,78,14,2,E,83.26
Resort Hotel,78,14,2,E,104.02
Resort Hotel,80,1,2,E,189
Resort Hotel,80,1,2,A,171
Resort Hotel,78,10,2,D,138.2
Resort Hotel,79,5,2,A,143
Resort Hotel,79,3,2,F,252.17
Resort Hotel,79,3,2,A,104.8
Resort Hotel,79,5,2,F,169.5
Resort Hotel,79,7,2,E,131.5
Resort Hotel,79,5,2,E,106.2
Resort Hotel,79,7,2,A,133.29
Resort Hotel,80,1,2,E,141
Resort Hotel,80,1,3,E,159
Resort Hotel,113,2,3,C,69
Resort Hotel,78,14,2,E,106.71
Resort Hotel,79,3,2,G,204.33
Resort Hotel,79,8,2,A,80.63
Resort Hotel,79,7,2,D,77.6
Resort Hotel,80,2,1,A,66
Resort Hotel,79,7,2,D,68.54
Resort Hotel,125,5,2,D,52.85
Resort Hotel,78,14,2,E,106.57
Resort Hotel,80,1,2,A,129
Resort Hotel,78,14,2,E,85.3
Resort Hotel,79,6,2,E,131.72
Resort Hotel,79,7,2,D,77.6
Resort Hotel,78,14,2,D,72.97
Resort Hotel,79,6,2,C,93.86
Resort Hotel,80,1,2,C,150.92
Resort Hotel,79,4,2,A,145.5
Resort Hotel,79,9,1,D,83.7
Resort Hotel,79,10,2,D,78.8
Resort Hotel,79,9,1,D,83.7
Resort Hotel,80,1,2,A,129
Resort Hotel,79,9,1,D,83.7
Resort Hotel,78,14,2,D,90.71
Resort Hotel,129,14,2,D,92
Resort Hotel,80,1,2,F,122.43
Resort Hotel,79,10,2,D,68
Resort Hotel,79,10,2,A,60.82
Resort Hotel,79,10,2,A,60.82
Resort Hotel,79,11,2,D,70
Resort Hotel,79,10,2,E,90.2
Resort Hotel,79,7,2,D,90.1
Resort Hotel,80,3,3,H,236
Resort Hotel,80,3,2,F,179.1
Resort Hotel,80,2,3,G,219
Resort Hotel,80,4,2,A,150.5
Resort Hotel,80,2,2,H,224
Resort Hotel,80,4,2,A,188.75
Resort Hotel,79,7,2,A,64.8
Resort Hotel,80,1,2,A,159
Resort Hotel,79,9,2,A,80
Resort Hotel,78,14,2,D,82
Resort Hotel,78,14,2,D,68
Resort Hotel,79,7,2,A,70.86
Resort Hotel,80,2,2,C,190
Resort Hotel,80,2,2,F,192
Resort Hotel,80,2,3,F,222
Resort Hotel,80,3,3,A,157.08
Resort Hotel,78,14,2,D,139.5
Resort Hotel,80,1,2,A,171
Resort Hotel,80,3,2,E,209.1
Resort Hotel,136,1,2,A,230
Resort Hotel,79,8,2,C,135.2
Resort Hotel,80,4,2,F,182.25
Resort Hotel,80,1,1,A,105
Resort Hotel,82,1,1,A,105
Resort Hotel,90,1,1,D,114
Resort Hotel,91,1,1,E,139
Resort Hotel,92,1,1,A,89.1
Resort Hotel,94,1,1,E,81
Resort Hotel,98,1,1,A,35
Resort Hotel,99,1,1,A,35
Resort Hotel,100,1,1,A,35
Resort Hotel,109,1,1,A,35
Resort Hotel,80,1,2,D,168.6
Resort Hotel,80,4,2,E,108
Resort Hotel,79,10,2,E,81.08
Resort Hotel,80,1,2,G,219
Resort Hotel,80,5,3,A,168.48
Resort Hotel,80,3,2,A,159
Resort Hotel,79,12,2,E,90.03
Resort Hotel,80,3,2,A,159.07
Resort Hotel,79,7,2,D,94.94
Resort Hotel,79,7,1,D,96.94
Resort Hotel,79,11,2,A,57.8
Resort Hotel,79,8,2,C,130.5
Resort Hotel,79,7,3,D,103.77
Resort Hotel,80,6,2,A,74.8
Resort Hotel,80,6,2,A,64.8
Resort Hotel,80,4,2,D,135.3
Resort Hotel,80,1,2,E,159
Resort Hotel,80,3,2,E,201
Resort Hotel,80,3,2,A,171
Resort Hotel,80,3,2,A,159
Resort Hotel,80,6,2,A,196.33
Resort Hotel,80,6,2,A,186
Resort Hotel,79,7,2,D,75.6
Resort Hotel,80,3,2,E,204
Resort Hotel,80,6,2,C,168
Resort Hotel,80,2,2,A,134.43
Resort Hotel,80,1,2,A,125
Resort Hotel,80,1,2,A,137
Resort Hotel,79,7,2,A,79.9
Resort Hotel,79,7,2,A,57.8
Resort Hotel,80,4,2,D,86
Resort Hotel,80,5,2,A,146.7
Resort Hotel,79,14,2,D,68
Resort Hotel,79,14,2,D,70
Resort Hotel,79,10,2,A,62.2
Resort Hotel,79,10,2,D,68
Resort Hotel,80,2,2,A,181
Resort Hotel,80,7,2,D,92.1
Resort Hotel,80,2,2,C,190
Resort Hotel,80,5,2,E,160.5
Resort Hotel,79,14,2,D,70
Resort Hotel,79,10,2,A,57.8
Resort Hotel,80,6,2,G,155.65
Resort Hotel,80,4,2,E,146.3
Resort Hotel,80,3,2,D,204.6
Resort Hotel,80,1,2,E,211
Resort Hotel,79,10,2,A,90.2
Resort Hotel,80,1,2,D,184
Resort Hotel,79,9,2,A,77.8
Resort Hotel,80,3,2,A,177.67
Resort Hotel,80,3,1,E,146.3
Resort Hotel,79,14,2,D,95.4
Resort Hotel,79,9,2,A,57.8
Resort Hotel,80,1,2,D,184
Resort Hotel,80,1,2,H,246
Resort Hotel,80,2,2,A,159
Resort Hotel,80,3,2,D,132.16
Resort Hotel,80,7,2,A,59.51
Resort Hotel,80,7,2,E,135.3
Resort Hotel,80,3,2,A,181
Resort Hotel,80,6,2,A,196
Resort Hotel,80,7,2,A,101.47
Resort Hotel,80,8,2,D,97
Resort Hotel,80,8,2,D,85
Resort Hotel,80,3,2,A,147.07
Resort Hotel,80,7,2,A,108
Resort Hotel,80,5,2,F,167.23
Resort Hotel,80,4,2,E,208.5
Resort Hotel,80,3,2,A,163.78
Resort Hotel,80,2,2,A,198.5
Resort Hotel,80,7,3,F,137.96
Resort Hotel,80,7,2,E,88.11
Resort Hotel,80,7,2,E,86.4
Resort Hotel,80,2,2,D,164
Resort Hotel,80,7,2,D,94
Resort Hotel,81,1,3,H,194
Resort Hotel,80,7,2,A,82.71
Resort Hotel,81,1,2,A,156
Resort Hotel,80,6,2,C,135.3
Resort Hotel,79,10,2,A,79.9
Resort Hotel,79,10,2,A,81.9
Resort Hotel,80,7,2,E,99.46
Resort Hotel,80,7,2,E,97.75
Resort Hotel,80,7,2,D,70
Resort Hotel,79,10,2,A,59.8
Resort Hotel,80,5,2,F,169.95
Resort Hotel,81,1,1,E,161
Resort Hotel,80,5,2,F,212
Resort Hotel,80,7,2,E,97.75
Resort Hotel,80,7,2,D,77.4
Resort Hotel,81,1,2,A,73
Resort Hotel,79,10,2,A,87.8
Resort Hotel,81,1,2,D,144
Resort Hotel,80,4,2,E,191.1
Resort Hotel,80,8,1,G,211.8
Resort Hotel,79,10,1,A,66.7
Resort Hotel,80,7,2,F,150.79
Resort Hotel,80,7,2,A,102.71
Resort Hotel,80,7,2,D,98
Resort Hotel,80,7,2,E,104.6
Resort Hotel,80,8,2,A,111.75
Resort Hotel,80,9,2,D,85.67
Resort Hotel,81,1,1,A,201
Resort Hotel,80,10,2,C,181.3
Resort Hotel,81,1,1,A,161
Resort Hotel,80,9,2,A,100
Resort Hotel,81,2,3,H,282
Resort Hotel,88,6,2,G,311.33
Resort Hotel,80,9,2,D,110
Resort Hotel,81,1,2,E,150
Resort Hotel,80,7,2,D,68
Resort Hotel,80,11,2,A,59.8
Resort Hotel,79,14,2,A,61.88
Resort Hotel,80,7,2,D,108
Resort Hotel,79,14,2,D,70
Resort Hotel,80,10,2,A,87.8
Resort Hotel,79,14,2,D,70
Resort Hotel,129,14,2,D,84.8
Resort Hotel,80,7,3,A,80.03
Resort Hotel,80,7,2,A,70.86
Resort Hotel,79,14,2,A,59.8
Resort Hotel,80,5,2,C,115
Resort Hotel,80,7,2,A,68.86
Resort Hotel,81,1,2,A,73
Resort Hotel,91,1,1,A,59
Resort Hotel,95,1,1,A,42
Resort Hotel,99,1,1,A,30
Resort Hotel,103,2,1,A,30
Resort Hotel,106,1,1,A,35
Resort Hotel,108,2,2,A,40
Resort Hotel,110,2,1,A,35
Resort Hotel,114,2,1,A,35
Resort Hotel,125,1,1,A,45
Resort Hotel,80,7,2,F,209.57
Resort Hotel,79,14,2,A,68.86
Resort Hotel,81,2,2,C,165
Resort Hotel,81,3,2,A,181
Resort Hotel,80,5,2,A,94.6
Resort Hotel,80,6,2,A,169
Resort Hotel,81,3,2,A,64.8
Resort Hotel,79,14,2,D,70
Resort Hotel,130,14,2,D,123.5
Resort Hotel,81,2,2,E,171
Resort Hotel,115,2,2,F,107
Resort Hotel,130,2,2,E,179
Resort Hotel,80,5,2,A,119
Resort Hotel,80,7,2,D,183.86
Resort Hotel,81,1,2,D,161
Resort Hotel,81,1,2,A,161
Resort Hotel,81,1,2,D,144
Resort Hotel,80,10,2,A,100.89
Resort Hotel,81,3,2,E,108
Resort Hotel,81,2,2,E,189
Resort Hotel,80,10,2,D,70
Resort Hotel,81,6,2,E,113.05
Resort Hotel,81,6,2,D,110.7
Resort Hotel,81,5,3,C,199
Resort Hotel,79,14,1,A,60.18
Resort Hotel,80,11,2,D,70
Resort Hotel,80,11,2,D,70
Resort Hotel,80,9,2,D,70
Resort Hotel,80,11,2,G,130.5
Resort Hotel,80,11,2,G,123.25
Resort Hotel,80,7,2,D,146.1
Resort Hotel,81,4,2,A,102.9
Resort Hotel,81,1,1,A,65
Resort Hotel,80,11,2,A,122.85
Resort Hotel,80,11,2,A,134.85
Resort Hotel,81,4,2,E,98.4
Resort Hotel,80,7,2,D,86
Resort Hotel,81,4,2,F,154
Resort Hotel,80,6,2,D,106.5
Resort Hotel,131,6,2,D,154
Resort Hotel,79,14,2,E,105.4
Resort Hotel,80,7,2,E,88.4
Resort Hotel,80,7,2,D,157.86
Resort Hotel,81,2,2,E,202
Resort Hotel,80,7,2,D,112
Resort Hotel,81,3,2,F,212
Resort Hotel,81,1,2,A,149
Resort Hotel,81,2,2,A,176
Resort Hotel,81,1,1,A,126
Resort Hotel,81,4,3,H,224
Resort Hotel,80,7,3,A,123.64
Resort Hotel,80,7,2,A,161
Resort Hotel,80,10,2,D,120
Resort Hotel,80,7,2,A,83
Resort Hotel,80,7,2,A,95
Resort Hotel,80,7,2,A,83
Resort Hotel,80,7,2,A,95
Resort Hotel,80,7,2,A,83
Resort Hotel,81,6,2,A,158.67
Resort Hotel,81,5,2,A,91.4
Resort Hotel,81,5,1,A,24.7
Resort Hotel,81,6,2,E,172
Resort Hotel,80,7,2,A,64.8
Resort Hotel,81,6,2,A,171
Resort Hotel,81,1,2,A,151
Resort Hotel,81,2,1,A,146
Resort Hotel,81,1,2,A,155.1
Resort Hotel,81,1,2,G,226
Resort Hotel,79,14,2,A,120.1
Resort Hotel,80,7,2,D,106.5
Resort Hotel,81,5,2,E,149
Resort Hotel,81,1,2,E,208
Resort Hotel,81,2,2,A,171
