dayno,hourofday,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
 187 ,4,summer,0,1,2,27.88,31.82,83,6.0032,0,6,6
 187 ,5,summer,0,1,1,27.88,31.82,83,6.0032,5,30,35
 187 ,6,summer,0,1,1,28.7,33.335,79,6.0032,9,112,121
 187 ,7,summer,0,1,2,29.52,34.85,79,0,24,288,312
 187 ,8,summer,0,1,2,29.52,34.85,74,7.0015,31,397,428
 187 ,9,summer,0,1,3,28.7,33.335,79,12.998,31,158,189
 187 ,10,summer,0,1,3,28.7,33.335,79,6.0032,13,30,43
 187 ,11,summer,0,1,2,29.52,34.85,74,0,24,103,127
 187 ,12,summer,0,1,2,30.34,34.85,66,6.0032,38,114,152
 187 ,13,summer,0,1,2,30.34,34.85,70,7.0015,33,107,140
 187 ,14,summer,0,1,1,31.16,36.365,66,19.0012,50,113,163
 187 ,15,summer,0,1,1,31.16,36.365,70,19.0012,55,130,185
 187 ,16,summer,0,1,1,31.16,36.365,70,16.9979,57,218,275
 187 ,17,summer,0,1,1,31.98,37.12,59,15.0013,79,517,596
 187 ,18,summer,0,1,1,31.16,35.605,62,12.998,77,486,563
 187 ,19,summer,0,1,1,30.34,34.85,70,15.0013,71,323,394
 187 ,20,summer,0,1,1,29.52,34.85,74,16.9979,55,257,312
 187 ,21,summer,0,1,1,28.7,33.335,79,12.998,66,175,241
 187 ,22,summer,0,1,1,28.7,33.335,79,12.998,30,156,186
 187 ,23,summer,0,1,1,27.88,31.82,83,15.0013,20,78,98
 188 ,0,summer,0,1,1,27.06,29.545,89,8.9981,6,29,35
 188 ,1,summer,0,1,1,27.06,29.545,89,12.998,2,14,16
 188 ,2,summer,0,1,1,27.06,29.545,89,12.998,1,7,8
 188 ,3,summer,0,1,1,26.24,28.03,94,7.0015,2,2,4
 188 ,4,summer,0,1,1,26.24,28.79,89,7.0015,0,4,4
 188 ,5,summer,0,1,1,26.24,28.79,89,7.0015,2,30,32
 188 ,6,summer,0,1,2,26.24,28.79,89,8.9981,11,107,118
 188 ,7,summer,0,1,2,27.06,29.545,89,7.0015,13,279,292
 188 ,8,summer,0,1,2,28.7,33.335,79,12.998,28,415,443
 188 ,9,summer,0,1,1,30.34,34.85,70,11.0014,25,154,179
 188 ,10,summer,0,1,1,31.98,37.12,62,0,29,72,101
 188 ,11,summer,0,1,1,33.62,38.635,52,8.9981,30,112,142
 188 ,12,summer,0,1,1,34.44,38.635,41,0,32,139,171
 188 ,13,summer,0,1,1,35.26,39.395,41,0,48,107,155
 188 ,14,summer,0,1,1,35.26,39.395,41,16.9979,39,121,160
 188 ,15,summer,0,1,1,35.26,39.395,41,16.9979,47,119,166
 188 ,16,summer,0,1,1,35.26,38.635,39,15.0013,47,218,265
 188 ,17,summer,0,1,1,35.26,37.88,36,16.9979,80,489,569
 188 ,18,summer,0,1,1,34.44,37.88,44,19.9995,70,492,562
 188 ,19,summer,0,1,1,33.62,38.635,52,19.0012,79,286,365
 188 ,20,summer,0,1,1,31.16,35.605,58,23.9994,61,224,285
 188 ,21,summer,0,1,1,30.34,34.09,62,11.0014,39,170,209
 188 ,22,summer,0,1,1,30.34,34.09,62,11.0014,32,150,182
 188 ,23,summer,0,1,1,29.52,34.09,66,0,31,98,129
 189 ,0,summer,0,1,1,30.34,34.85,66,7.0015,6,41,47
 189 ,1,summer,0,1,1,29.52,34.85,79,0,9,25,34
 189 ,2,summer,0,1,2,28.7,33.335,74,11.0014,10,12,22
 189 ,3,summer,0,1,1,27.88,31.82,79,7.0015,2,4,6
 189 ,4,summer,0,1,1,28.7,33.335,79,16.9979,7,4,11
 189 ,5,summer,0,1,1,27.88,31.82,79,16.9979,3,24,27
 189 ,6,summer,0,1,1,28.7,33.335,74,7.0015,11,91,102
 189 ,7,summer,0,1,2,28.7,33.335,79,12.998,30,302,332
 189 ,8,summer,0,1,2,29.52,34.85,74,16.9979,36,421,457
 189 ,9,summer,0,1,2,31.16,36.365,70,19.9995,30,211,241
 189 ,10,summer,0,1,2,30.34,34.85,70,23.9994,30,108,138
 189 ,11,summer,0,1,2,30.34,35.605,74,16.9979,61,104,165
 189 ,12,summer,0,1,2,31.16,36.365,70,19.0012,49,164,213
 189 ,13,summer,0,1,2,31.98,37.88,66,19.0012,54,175,229
 189 ,14,summer,0,1,2,32.8,39.395,63,23.9994,53,163,216
 189 ,15,summer,0,1,2,32.8,39.395,63,23.9994,39,102,141
 189 ,16,summer,0,1,3,27.88,31.82,83,30.0026,27,105,132
 189 ,17,summer,0,1,3,27.06,29.545,89,30.0026,6,161,167
 189 ,18,summer,0,1,1,27.06,30.305,83,6.0032,35,281,316
 189 ,19,summer,0,1,1,27.06,30.305,83,6.0032,45,225,270
 189 ,20,summer,0,1,1,27.06,30.305,83,11.0014,30,220,250
 189 ,21,summer,0,1,2,27.06,30.305,83,16.9979,46,158,204
 189 ,22,summer,0,1,2,27.06,30.305,78,12.998,33,136,169
 189 ,23,summer,0,1,2,27.06,30.305,78,6.0032,40,111,151
 190 ,0,summer,0,0,2,27.06,30.305,83,8.9981,31,90,121
 190 ,1,summer,0,0,2,26.24,28.79,89,7.0015,5,48,53
 190 ,2,summer,0,0,1,26.24,28.79,89,11.0014,12,43,55
 190 ,3,summer,0,0,1,26.24,28.79,89,8.9981,7,23,30
 190 ,4,summer,0,0,1,26.24,28.79,83,15.0013,2,4,6
 190 ,5,summer,0,0,2,25.42,28.03,88,11.0014,4,11,15
 190 ,6,summer,0,0,2,26.24,28.79,83,12.998,11,27,38
 190 ,7,summer,0,0,1,27.06,30.305,78,12.998,21,50,71
 190 ,8,summer,0,0,1,28.7,32.575,70,16.9979,68,114,182
 190 ,9,summer,0,0,1,30.34,34.09,58,19.0012,77,170,247
 190 ,10,summer,0,0,1,31.16,34.85,52,11.0014,87,177,264
 190 ,11,summer,0,0,1,31.98,34.85,46,19.9995,101,189,290
 190 ,12,summer,0,0,1,32.8,36.365,46,16.9979,145,221,366
 190 ,13,summer,0,0,1,33.62,37.12,41,15.0013,167,249,416
 190 ,14,summer,0,0,1,34.44,37.12,36,8.9981,158,215,373
 190 ,15,summer,0,0,1,34.44,36.365,34,6.0032,182,220,402
 190 ,16,summer,0,0,1,33.62,36.365,38,0,171,245,416
 190 ,17,summer,0,0,1,34.44,36.365,32,0,160,241,401
 190 ,18,summer,0,0,1,33.62,36.365,36,7.0015,132,246,378
 190 ,19,summer,0,0,1,31.16,34.85,55,11.0014,128,178,306
 190 ,20,summer,0,0,1,31.16,35.605,58,15.0013,129,185,314
 190 ,21,summer,0,0,1,30.34,34.09,58,11.0014,83,155,238
 190 ,22,summer,0,0,1,29.52,34.09,62,11.0014,60,154,214
 190 ,23,summer,0,0,1,29.52,33.335,58,12.998,47,93,140
 191 ,0,summer,0,0,1,28.7,32.575,61,11.0014,42,112,154
 191 ,1,summer,0,0,1,28.7,32.575,61,8.9981,19,94,113
 191 ,2,summer,0,0,1,27.88,31.82,69,6.0032,28,68,96
 191 ,3,summer,0,0,1,27.06,31.06,74,6.0032,6,19,25
 191 ,4,summer,0,0,1,27.06,31.06,69,6.0032,0,5,5
 191 ,5,summer,0,0,1,27.06,31.06,74,0,7,10,17
 191 ,6,summer,0,0,1,26.24,29.545,78,6.0032,8,17,25
 191 ,7,summer,0,0,1,28.7,32.575,70,6.0032,27,38,65
 191 ,8,summer,0,0,1,29.52,34.09,66,0,27,65,92
 191 ,9,summer,0,0,1,30.34,34.85,66,6.0032,62,107,169
 191 ,10,summer,0,0,1,31.16,34.85,55,8.9981,95,173,268
 191 ,11,summer,0,0,1,31.98,36.365,55,12.998,110,177,287
 191 ,12,summer,0,0,1,33.62,37.88,46,19.0012,133,244,377
 191 ,13,summer,0,0,1,32.8,36.365,46,19.9995,139,228,367
 191 ,14,summer,0,0,1,33.62,37.12,41,22.0028,122,227,349
 191 ,15,summer,0,0,1,34.44,37.12,39,19.0012,142,219,361
 191 ,16,summer,0,0,1,34.44,37.88,41,19.0012,128,244,372
 191 ,17,summer,0,0,1,34.44,37.12,36,15.0013,146,217,363
 191 ,18,summer,0,0,1,33.62,37.12,43,19.0012,141,222,363
 191 ,19,summer,0,0,1,32.8,37.12,49,22.0028,120,183,303
 191 ,20,summer,0,0,1,31.16,34.85,55,12.998,101,167,268
 191 ,21,summer,0,0,1,30.34,34.09,62,16.9979,65,162,227
 191 ,22,summer,0,0,1,30.34,34.85,66,15.0013,56,87,143
 191 ,23,summer,0,0,1,29.52,34.09,66,16.9979,19,53,72
 192 ,0,summer,0,1,1,28.7,32.575,65,12.998,10,25,35
 192 ,1,summer,0,1,1,28.7,32.575,61,19.0012,5,5,10
 192 ,2,summer,0,1,1,28.7,32.575,61,15.0013,8,4,12
 192 ,3,summer,0,1,1,27.88,31.82,65,11.0014,2,8,10
 192 ,4,summer,0,1,1,27.06,31.06,74,15.0013,0,4,4
 192 ,5,summer,0,1,1,27.06,31.06,74,8.9981,5,21,26
 192 ,6,summer,0,1,1,27.88,31.82,74,12.998,19,102,121
 192 ,7,summer,0,1,1,28.7,33.335,74,16.9979,28,289,317
 192 ,8,summer,0,1,1,30.34,34.85,66,19.0012,35,385,420
 192 ,9,summer,0,1,1,31.98,37.12,59,19.9995,41,167,208
 192 ,10,summer,0,1,1,32.8,37.88,55,23.9994,44,73,117
 192 ,11,summer,0,1,1,33.62,39.395,56,19.9995,39,89,128
 192 ,12,summer,0,1,1,34.44,40.15,53,19.0012,40,108,148
 192 ,13,summer,0,1,1,35.26,40.91,50,16.9979,22,119,141
 192 ,14,summer,0,1,1,35.26,41.665,53,19.0012,40,94,134
 192 ,15,summer,0,1,1,35.26,42.425,56,27.9993,38,108,146
 192 ,16,summer,0,1,1,35.26,42.425,56,26.0027,57,182,239
 192 ,17,summer,0,1,1,35.26,42.425,56,27.9993,59,455,514
 192 ,18,summer,0,1,1,35.26,41.665,53,26.0027,57,415,472
 192 ,19,summer,0,1,1,34.44,41.665,59,22.0028,80,293,373
 192 ,20,summer,0,1,1,29.52,34.85,74,27.9993,42,194,236
 192 ,21,summer,0,1,1,28.7,33.335,79,27.9993,21,109,130
 192 ,22,summer,0,1,1,29.52,34.85,74,8.9981,20,70,90
 192 ,23,summer,0,1,1,28.7,33.335,79,8.9981,11,44,55
 193 ,0,summer,0,1,1,28.7,33.335,79,8.9981,3,19,22
 193 ,1,summer,0,1,1,28.7,33.335,79,6.0032,6,8,14
 193 ,2,summer,0,1,1,28.7,33.335,79,7.0015,2,7,9
 193 ,3,summer,0,1,2,28.7,33.335,79,0,2,6,8
 193 ,4,summer,0,1,1,28.7,33.335,79,11.0014,0,6,6
 193 ,5,summer,0,1,1,28.7,33.335,79,6.0032,4,21,25
 193 ,6,summer,0,1,1,30.34,34.09,58,15.0013,13,102,115
 193 ,7,summer,0,1,1,31.16,34.85,55,12.998,29,301,330
 193 ,8,summer,0,1,1,31.16,35.605,58,15.0013,35,382,417
 193 ,9,summer,0,1,1,31.98,36.365,55,32.9975,27,149,176
 193 ,10,summer,0,1,1,33.62,38.635,52,11.0014,38,85,123
 193 ,11,summer,0,1,1,33.62,38.635,52,11.0014,39,86,125
 193 ,12,summer,0,1,1,35.26,39.395,44,19.9995,38,125,163
 193 ,13,summer,0,1,1,35.26,40.15,47,15.0013,32,104,136
 193 ,14,summer,0,1,1,36.9,42.425,42,19.9995,33,91,124
 193 ,15,summer,0,1,1,36.9,42.425,42,23.9994,37,111,148
 193 ,16,summer,0,1,1,35.26,39.395,44,19.0012,25,177,202
 193 ,17,summer,0,1,1,36.08,40.91,44,19.0012,48,380,428
 193 ,18,summer,0,1,1,35.26,40.15,47,19.9995,39,472,511
 193 ,19,summer,0,1,1,34.44,37.88,44,19.0012,42,295,337
 193 ,20,summer,0,1,1,33.62,37.12,43,12.998,57,251,308
 193 ,21,summer,0,1,1,33.62,37.12,43,7.0015,49,209,258
 193 ,22,summer,0,1,1,32.8,36.365,46,8.9981,44,150,194
 193 ,23,summer,0,1,1,31.98,35.605,52,0,20,59,79
 194 ,0,summer,0,1,1,31.16,35.605,62,0,9,37,46
 194 ,1,summer,0,1,1,31.16,34.85,55,0,1,11,12
 194 ,2,summer,0,1,1,31.16,34.85,55,0,2,3,5
 194 ,3,summer,0,1,1,30.34,34.09,58,12.998,0,4,4
 194 ,4,summer,0,1,1,30.34,34.09,58,16.9979,0,5,5
 194 ,5,summer,0,1,1,30.34,34.09,58,12.998,4,22,26
 194 ,6,summer,0,1,1,30.34,34.09,58,11.0014,18,103,121
 194 ,7,summer,0,1,1,31.16,34.85,55,16.9979,32,281,313
 194 ,8,summer,0,1,1,32.8,37.12,49,16.9979,31,418,449
 194 ,9,summer,0,1,1,33.62,37.12,41,12.998,23,163,186
 194 ,10,summer,0,1,1,33.62,37.88,46,12.998,33,80,113
 194 ,11,summer,0,1,1,34.44,37.12,39,11.0014,55,110,165
 194 ,12,summer,0,1,1,34.44,37.88,41,19.0012,40,134,174
 194 ,13,summer,0,1,3,33.62,37.88,46,8.9981,39,119,158
 194 ,14,summer,0,1,3,33.62,37.88,46,8.9981,27,89,116
 194 ,15,summer,0,1,3,26.24,28.03,94,8.9981,13,33,46
 194 ,16,summer,0,1,2,27.06,29.545,89,0,23,118,141
 194 ,17,summer,0,1,1,28.7,33.335,79,0,70,418,488
 194 ,18,summer,0,1,1,29.52,34.85,79,8.9981,51,412,463
 194 ,19,summer,0,1,1,28.7,33.335,79,7.0015,79,340,419
 194 ,20,summer,0,1,1,28.7,33.335,84,11.0014,61,281,342
 194 ,21,summer,0,1,1,28.7,33.335,79,7.0015,56,194,250
 194 ,22,summer,0,1,1,27.88,31.82,83,12.998,48,136,184
 194 ,23,summer,0,1,1,27.06,30.305,83,16.9979,33,83,116
 195 ,0,summer,0,1,1,27.06,31.06,69,19.9995,14,32,46
 195 ,1,summer,0,1,1,27.06,31.06,61,16.9979,4,21,25
 195 ,2,summer,0,1,1,26.24,31.06,57,19.9995,3,7,10
 195 ,3,summer,0,1,1,25.42,31.06,57,19.9995,1,5,6
 195 ,4,summer,0,1,1,25.42,31.06,53,16.9979,0,6,6
 195 ,5,summer,0,1,1,24.6,31.06,56,15.0013,6,22,28
 195 ,6,summer,0,1,1,24.6,30.305,60,15.0013,14,116,130
 195 ,7,summer,0,1,1,25.42,31.06,53,16.9979,23,311,334
 195 ,8,summer,0,1,1,26.24,31.06,50,23.9994,53,433,486
 195 ,9,summer,0,1,1,27.88,31.82,47,19.0012,29,195,224
 195 ,10,summer,0,1,1,28.7,31.82,42,16.9979,32,95,127
 195 ,11,summer,0,1,1,29.52,32.575,37,15.0013,38,110,148
 195 ,12,summer,0,1,1,30.34,32.575,35,16.9979,51,172,223
 195 ,13,summer,0,1,1,31.16,33.335,33,22.0028,39,138,177
 195 ,14,summer,0,1,1,30.34,32.575,35,19.0012,49,129,178
 195 ,15,summer,0,1,1,31.16,33.335,33,19.9995,42,138,180
 195 ,16,summer,0,1,1,31.16,33.335,33,8.9981,43,231,274
 195 ,17,summer,0,1,1,30.34,32.575,37,8.9981,78,517,595
 195 ,18,summer,0,1,1,29.52,32.575,42,12.998,94,484,578
 195 ,19,summer,0,1,1,29.52,32.575,39,15.0013,67,333,400
 195 ,20,summer,0,1,1,28.7,31.82,42,15.0013,81,267,348
 195 ,21,summer,0,1,1,27.06,31.06,50,8.9981,58,203,261
 195 ,22,summer,0,1,1,26.24,31.06,57,6.0032,42,134,176
 195 ,23,summer,0,1,1,26.24,30.305,65,16.9979,27,97,124
 196 ,0,summer,0,1,1,25.42,29.545,73,15.0013,23,57,80
 196 ,1,summer,0,1,1,25.42,29.545,73,12.998,7,13,20
 196 ,2,summer,0,1,1,24.6,28.79,78,11.0014,16,22,38
 196 ,3,summer,0,1,1,24.6,29.545,73,12.998,1,6,7
 196 ,4,summer,0,1,1,24.6,29.545,73,11.0014,2,8,10
 196 ,5,summer,0,1,1,24.6,29.545,73,8.9981,7,16,23
 196 ,6,summer,0,1,2,24.6,29.545,73,7.0015,12,108,120
 196 ,7,summer,0,1,1,26.24,30.305,65,7.0015,17,257,274
 196 ,8,summer,0,1,1,26.24,30.305,65,16.9979,50,514,564
 196 ,9,summer,0,1,1,27.88,31.82,54,12.998,31,176,207
 196 ,10,summer,0,1,2,27.06,31.06,61,11.0014,59,107,166
 196 ,11,summer,0,1,1,28.7,32.575,54,8.9981,73,137,210
 196 ,12,summer,0,1,1,28.7,32.575,48,12.998,61,177,238
 196 ,13,summer,0,1,1,28.7,32.575,54,12.998,85,162,247
 196 ,14,summer,0,1,1,28.7,32.575,51,12.998,105,160,265
 196 ,15,summer,0,1,1,29.52,32.575,45,11.0014,74,163,237
 196 ,16,summer,0,1,1,29.52,33.335,51,12.998,96,265,361
 196 ,17,summer,0,1,1,30.34,33.335,42,16.9979,104,483,587
 196 ,18,summer,0,1,1,29.52,32.575,45,15.0013,102,394,496
 196 ,19,summer,0,1,1,28.7,31.82,45,15.0013,114,280,394
 196 ,20,summer,0,1,1,28.7,32.575,51,15.0013,92,251,343
 196 ,21,summer,0,1,1,27.06,31.06,54,7.0015,75,186,261
 196 ,22,summer,0,1,1,27.06,31.06,57,15.0013,71,152,223
 196 ,23,summer,0,1,1,26.24,31.06,61,11.0014,41,126,167
 197 ,0,summer,0,0,1,25.42,30.305,65,12.998,42,68,110
 197 ,1,summer,0,0,1,24.6,29.545,69,7.0015,24,51,75
 197 ,2,summer,0,0,1,24.6,29.545,73,8.9981,10,48,58
 197 ,3,summer,0,0,1,24.6,28.79,78,8.9981,6,20,26
 197 ,4,summer,0,0,1,24.6,29.545,73,6.0032,9,7,16
 197 ,5,summer,0,0,1,23.78,27.275,78,6.0032,4,6,10
 197 ,6,summer,0,0,1,24.6,28.79,78,11.0014,16,21,37
 197 ,7,summer,0,0,1,25.42,29.545,73,8.9981,14,38,52
 197 ,8,summer,0,0,1,27.06,31.06,65,11.0014,37,90,127
 197 ,9,summer,0,0,1,28.7,32.575,54,15.0013,72,150,222
 197 ,10,summer,0,0,1,29.52,33.335,54,12.998,114,208,322
 197 ,11,summer,0,0,1,30.34,33.335,48,15.0013,171,225,396
 197 ,12,summer,0,0,1,31.16,34.09,43,19.0012,187,276,463
 197 ,13,summer,0,0,1,31.16,34.09,45,19.9995,221,276,497
 197 ,14,summer,0,0,1,30.34,33.335,45,19.9995,201,232,433
 197 ,15,summer,0,0,1,31.16,34.09,45,22.0028,205,223,428
 197 ,16,summer,0,0,1,31.16,34.09,45,19.0012,183,242,425
 197 ,17,summer,0,0,1,31.16,34.09,45,15.0013,234,241,475
 197 ,18,summer,0,0,1,31.16,34.09,45,19.0012,185,243,428
 197 ,19,summer,0,0,1,30.34,34.09,48,12.998,164,242,406
 197 ,20,summer,0,0,1,29.52,33.335,51,15.0013,108,188,296
 197 ,21,summer,0,0,1,28.7,32.575,58,15.0013,85,167,252
 197 ,22,summer,0,0,1,28.7,32.575,65,19.0012,65,136,201
 197 ,23,summer,0,0,1,27.88,31.82,61,15.0013,61,107,168
 198 ,0,summer,0,0,1,27.06,31.06,65,15.0013,34,91,125
 198 ,1,summer,0,0,1,26.24,30.305,69,12.998,16,86,102
 198 ,2,summer,0,0,1,26.24,30.305,69,15.0013,28,66,94
 198 ,3,summer,0,0,1,26.24,30.305,69,15.0013,21,26,47
 198 ,4,summer,0,0,1,25.42,29.545,73,11.0014,4,6,10
 198 ,5,summer,0,0,1,26.24,30.305,69,15.0013,4,8,12
 198 ,6,summer,0,0,1,25.42,29.545,73,11.0014,10,11,21
 198 ,7,summer,0,0,1,26.24,30.305,73,11.0014,20,30,50
 198 ,8,summer,0,0,1,27.88,31.82,65,15.0013,45,73,118
 198 ,9,summer,0,0,1,29.52,33.335,58,15.0013,74,110,184
 198 ,10,summer,0,0,1,30.34,34.09,60,15.0013,127,177,304
 198 ,11,summer,0,0,1,31.16,34.85,55,19.0012,147,244,391
 198 ,12,summer,0,0,1,31.16,34.85,55,19.0012,177,243,420
 198 ,13,summer,0,0,1,32.8,37.12,49,19.9995,200,272,472
 198 ,14,summer,0,0,1,32.8,37.12,49,23.9994,168,262,430
 198 ,15,summer,0,0,1,33.62,37.12,43,19.9995,129,195,324
 198 ,16,summer,0,0,1,32.8,36.365,46,19.9995,129,188,317
 198 ,17,summer,0,0,1,32.8,37.12,49,26.0027,133,236,369
 198 ,18,summer,0,0,1,32.8,36.365,46,19.9995,147,243,390
 198 ,19,summer,0,0,1,31.16,34.85,55,19.0012,145,234,379
 198 ,20,summer,0,0,1,31.16,35.605,58,16.9979,85,177,262
 198 ,21,summer,0,0,1,30.34,34.09,62,15.0013,59,148,207
 198 ,22,summer,0,0,1,29.52,34.09,66,15.0013,65,116,181
 198 ,23,summer,0,0,1,28.7,33.335,74,8.9981,39,54,93
 199 ,0,summer,0,1,1,28.7,33.335,74,8.9981,21,30,51
 199 ,1,summer,0,1,1,28.7,33.335,74,15.0013,17,8,25
 199 ,2,summer,0,1,1,27.06,30.305,83,15.0013,2,8,10
 199 ,3,summer,0,1,1,27.06,30.305,78,12.998,3,4,7
 199 ,4,summer,0,1,1,26.24,29.545,78,11.0014,1,3,4
 199 ,5,summer,0,1,1,26.24,29.545,78,7.0015,2,15,17
 199 ,6,summer,0,1,1,26.24,28.79,83,7.0015,10,95,105
 199 ,7,summer,0,1,1,27.88,31.82,74,15.0013,22,255,277
 199 ,8,summer,0,1,1,28.7,32.575,70,12.998,18,329,347
 199 ,9,summer,0,1,1,30.34,34.85,67,15.0013,33,170,203
 199 ,10,summer,0,1,1,31.16,35.605,62,12.998,52,78,130
 199 ,11,summer,0,1,1,32.8,37.88,55,6.0032,42,99,141
 199 ,12,summer,0,1,1,32.8,38.635,59,12.998,39,126,165
 199 ,13,summer,0,1,1,33.62,39.395,56,16.9979,27,125,152
 199 ,14,summer,0,1,1,33.62,39.395,56,22.0028,32,106,138
 199 ,15,summer,0,1,1,34.44,40.15,53,22.0028,53,111,164
 199 ,16,summer,0,1,1,34.44,40.15,53,19.0012,45,220,265
 199 ,17,summer,0,1,1,34.44,39.395,49,22.0028,72,473,545
 199 ,18,summer,0,1,1,33.62,38.635,49,23.9994,80,478,558
 199 ,19,summer,0,1,1,32.8,37.88,55,15.0013,63,335,398
 199 ,20,summer,0,1,1,31.98,37.12,59,15.0013,91,232,323
 199 ,21,summer,0,1,1,30.34,34.85,66,12.998,48,154,202
 199 ,22,summer,0,1,1,31.16,36.365,66,15.0013,36,104,140
 199 ,23,summer,0,1,1,30.34,34.85,66,11.0014,32,59,91
 200 ,0,summer,0,1,1,30.34,34.85,66,7.0015,25,26,51
 200 ,1,summer,0,1,2,30.34,34.85,66,8.9981,7,6,13
 200 ,2,summer,0,1,1,29.52,34.09,70,11.0014,9,4,13
 200 ,3,summer,0,1,1,29.52,34.09,70,11.0014,2,1,3
 200 ,4,summer,0,1,1,29.52,34.09,70,8.9981,1,4,5
 200 ,5,summer,0,1,2,28.7,33.335,74,7.0015,0,19,19
 200 ,6,summer,0,1,2,29.52,34.85,74,7.0015,8,126,134
 200 ,7,summer,0,1,2,30.34,34.85,70,11.0014,28,287,315
 200 ,8,summer,0,1,2,31.16,36.365,70,11.0014,31,381,412
 200 ,9,summer,0,1,2,32.8,39.395,63,8.9981,22,177,199
 200 ,10,summer,0,1,2,33.62,39.395,56,11.0014,29,112,141
 200 ,11,summer,0,1,1,33.62,40.15,59,0,29,98,127
 200 ,12,summer,0,1,1,34.44,40.91,56,6.0032,26,127,153
 200 ,13,summer,0,1,1,35.26,41.665,53,7.0015,33,139,172
 200 ,14,summer,0,1,1,35.26,40.91,50,12.998,41,111,152
 200 ,15,summer,0,1,1,36.08,40.91,44,12.998,48,110,158
 200 ,16,summer,0,1,1,36.9,42.425,42,19.9995,61,216,277
 200 ,17,summer,0,1,1,32.8,40.15,66,0,68,445,513
 200 ,18,summer,0,1,1,32.8,40.15,66,8.9981,80,450,530
 200 ,19,summer,0,1,1,31.16,37.12,75,12.998,54,334,388
 200 ,20,summer,0,1,1,30.34,36.365,74,6.0032,48,229,277
 200 ,21,summer,0,1,1,30.34,35.605,74,8.9981,47,194,241
 200 ,22,summer,0,1,1,30.34,35.605,74,0,36,120,156
 200 ,23,summer,0,1,3,29.52,34.85,79,11.0014,19,73,92
 213 ,0,summer,0,1,1,29.52,34.09,70,15.0013,7,22,29
 213 ,1,summer,0,1,1,29.52,34.85,74,12.998,5,12,17
 213 ,2,summer,0,1,1,28.7,33.335,74,7.0015,4,7,11
 213 ,3,summer,0,1,1,28.7,33.335,79,11.0014,0,4,4
 213 ,4,summer,0,1,1,27.06,30.305,83,8.9981,2,2,4
 213 ,5,summer,0,1,1,27.06,30.305,83,7.0015,2,24,26
 213 ,6,summer,0,1,1,27.06,30.305,83,6.0032,3,97,100
 213 ,7,summer,0,1,1,30.34,34.09,62,0,24,258,282
 213 ,8,summer,0,1,1,32.8,36.365,43,12.998,35,347,382
 213 ,9,summer,0,1,1,33.62,37.12,41,0,27,139,166
 213 ,10,summer,0,1,1,35.26,37.88,36,11.0014,27,70,97
 213 ,11,summer,0,1,1,36.08,38.635,32,11.0014,53,66,119
 213 ,12,summer,0,1,1,36.9,40.15,33,16.9979,53,115,168
 213 ,13,summer,0,1,1,36.9,40.15,31,19.9995,38,112,150
 213 ,14,summer,0,1,1,37.72,40.91,29,12.998,37,86,123
 213 ,15,summer,0,1,1,36.9,39.395,27,0,52,77,129
 213 ,16,summer,0,1,1,36.9,39.395,27,0,34,197,231
 213 ,17,summer,0,1,1,31.16,34.09,45,19.9995,69,445,514
 213 ,18,summer,0,1,1,31.98,34.85,43,12.998,68,475,543
 213 ,19,summer,0,1,1,30.34,33.335,51,15.0013,63,350,413
 213 ,20,summer,0,1,1,29.52,34.09,62,15.0013,49,256,305
 213 ,21,summer,0,1,1,28.7,32.575,70,16.9979,42,178,220
 213 ,22,summer,0,1,1,28.7,32.575,70,6.0032,21,116,137
 213 ,23,summer,0,1,1,27.88,31.82,74,12.998,14,82,96
 214 ,0,summer,0,1,1,27.06,31.06,74,0,11,18,29
 214 ,1,summer,0,1,1,27.06,31.06,74,7.0015,4,8,12
 214 ,2,summer,0,1,1,27.88,31.82,69,0,2,6,8
 214 ,3,summer,0,1,1,27.06,31.06,74,12.998,0,5,5
 214 ,4,summer,0,1,1,27.06,31.06,74,7.0015,0,10,10
 214 ,5,summer,0,1,1,27.06,31.06,74,8.9981,4,17,21
 214 ,6,summer,0,1,1,27.88,31.82,69,7.0015,12,105,117
 214 ,7,summer,0,1,1,29.52,33.335,61,19.0012,15,320,335
 214 ,8,summer,0,1,1,30.34,34.09,58,19.0012,37,398,435
 214 ,9,summer,0,1,1,31.98,34.85,46,19.9995,31,182,213
 214 ,10,summer,0,1,1,33.62,36.365,36,19.9995,50,90,140
 214 ,11,summer,0,1,1,34.44,36.365,32,27.9993,32,96,128
 214 ,12,summer,0,1,1,35.26,37.12,30,19.0012,45,112,157
 214 ,13,summer,0,1,1,35.26,37.12,30,15.0013,50,153,203
 214 ,14,summer,0,1,1,36.9,38.635,25,19.0012,45,114,159
 214 ,15,summer,0,1,1,36.9,38.635,25,19.0012,48,120,168
 214 ,16,summer,0,1,1,36.9,38.635,25,19.0012,58,216,274
 214 ,17,summer,0,1,2,36.9,39.395,27,8.9981,63,493,556
 214 ,18,summer,0,1,2,35.26,37.88,34,12.998,65,491,556
 214 ,19,summer,0,1,2,35.26,37.88,36,15.0013,85,369,454
 214 ,20,summer,0,1,2,33.62,37.88,46,16.9979,40,248,288
 214 ,21,summer,0,1,1,32.8,37.12,52,15.0013,53,201,254
 214 ,22,summer,0,1,2,31.98,37.12,59,11.0014,22,169,191
 214 ,23,summer,0,1,2,32.8,37.12,49,11.0014,29,103,132
