year,month,day,dep_delay,arr_delay,carrier,origin,dest,distance
2014,1,7,16,8,UA,EWR,IAH,1400
2014,1,7,6,4,UA,EWR,SFO,2565
2014,1,7,24,26,UA,EWR,MCO,937
2014,1,7,7,-4,UA,EWR,MIA,1085
2014,1,7,8,7,UA,LGA,DEN,1620
2014,1,7,2,-5,UA,EWR,SJU,1608
2014,1,7,6,-1,UA,EWR,LAX,2454
2014,1,7,3,-13,UA,EWR,IAH,1400
2014,1,7,34,30,UA,EWR,FLL,1065
2014,1,7,61,49,UA,EWR,PBI,1023
2014,1,7,12,8,UA,EWR,MCO,937
2014,1,7,12,17,UA,EWR,SFO,2565
2014,1,7,4,-1,UA,EWR,TPA,997
2014,1,7,5,-2,UA,LGA,CLE,419
2014,1,7,21,-3,UA,LGA,IAH,1416
2014,1,7,51,21,UA,LGA,IAH,1416
2014,1,7,50,46,UA,EWR,LAS,2227
2014,1,7,14,14,UA,EWR,LAX,2454
2014,1,7,5,-7,UA,EWR,IAH,1400
2014,1,7,11,43,UA,EWR,FLL,1065
2014,1,7,10,8,UA,EWR,MIA,1085
2014,1,7,15,32,UA,EWR,LAS,2227
2014,1,7,12,-12,UA,EWR,STT,1634
2014,1,7,38,40,UA,EWR,PBI,1023
2014,1,7,52,49,UA,EWR,MCO,937
2014,1,7,21,5,UA,LGA,IAH,1416
2014,1,7,34,41,UA,EWR,SFO,2565
2014,1,7,16,14,UA,EWR,MCO,937
2014,1,7,75,78,UA,EWR,LAX,2454
2014,1,7,25,33,UA,EWR,LAS,2227
2014,1,7,20,37,UA,EWR,TPA,997
2014,1,7,1,-6,UA,EWR,DEN,1605
2014,1,7,14,4,UA,EWR,SAN,2425
2014,1,7,3,7,UA,EWR,TPA,997
2014,1,7,7,2,UA,EWR,CLE,404
2014,1,7,18,9,UA,EWR,DEN,1605
2014,1,7,0,-5,UA,EWR,SFO,2565
2014,1,7,0,1,UA,EWR,MIA,1085
2014,1,7,4,-16,UA,EWR,ORD,719
2014,1,7,8,-13,UA,EWR,BOS,200
2014,1,7,2,-11,UA,EWR,BOS,200
2014,1,7,1,0,UA,EWR,MCO,937
2014,1,7,50,19,UA,EWR,IAH,1400
2014,1,7,17,7,UA,EWR,IAH,1400
2014,1,7,1,-13,UA,EWR,FLL,1065
2014,1,7,3,-19,UA,EWR,ORD,719
2014,1,7,18,3,UA,EWR,LAX,2454
2014,1,7,2,0,UA,LGA,ORD,733
2014,1,7,24,17,UA,LGA,ORD,733
2014,1,7,0,-1,UA,LGA,ORD,733
2014,1,7,-6,-27,UA,LGA,ORD,733
2014,1,7,11,-4,UA,LGA,ORD,733
2014,1,7,86,91,UA,EWR,IAH,1400
2014,1,7,3,1,UA,JFK,LAX,2475
2014,1,7,10,5,UA,EWR,ORD,719
2014,1,7,9,20,UA,LGA,ORD,733
2014,1,7,31,20,UA,EWR,SFO,2565
2014,1,7,0,-8,UA,LGA,DEN,1620
2014,1,7,-3,12,UA,JFK,SFO,2586
2014,1,7,74,106,UA,JFK,LAX,2475
2014,1,7,24,-10,UA,EWR,BOS,200
2014,1,7,4,-3,UA,EWR,LAX,2454
2014,1,7,3,-15,UA,EWR,ORD,719
2014,1,7,20,28,UA,EWR,SFO,2565
2014,1,7,15,1,UA,EWR,CLE,404
2014,1,7,17,26,UA,EWR,SFO,2565
2014,1,7,3,-10,UA,EWR,BOS,200
2014,1,7,1,-7,UA,EWR,ORD,719
2014,1,7,0,11,UA,EWR,MCO,937
2014,1,7,5,-3,UA,EWR,BOS,200
2014,1,7,-4,-15,UA,EWR,EGE,1725
2014,1,7,6,-2,US,LGA,CLT,544
2014,1,7,-1,4,US,EWR,CLT,529
2014,1,7,10,16,US,JFK,CLT,541
2014,1,7,-2,-11,US,JFK,CLT,541
2014,1,7,-1,-13,US,LGA,CLT,544
2014,1,7,51,28,US,EWR,CLT,529
2014,1,7,7,9,US,LGA,CLT,544
2014,1,7,7,1,US,LGA,CLT,544
2014,1,7,73,83,US,EWR,CLT,529
2014,1,7,-2,11,US,LGA,PHL,96
2014,1,7,3,0,US,LGA,CLT,544
2014,1,7,31,26,US,JFK,CLT,541
2014,1,7,4,6,US,JFK,CLT,541
2014,1,7,2,7,US,LGA,CLT,544
2014,1,7,-1,0,US,EWR,CLT,529
2014,1,7,14,9,US,LGA,PHL,96
2014,1,7,7,-7,US,EWR,CLT,529
2014,1,7,-3,-12,US,LGA,CLT,544
2014,1,7,-5,-7,US,EWR,CLT,529
2014,1,7,-4,-16,US,LGA,CLT,544
2014,1,7,-7,-17,US,LGA,CLT,544
2014,1,7,-5,-11,US,LGA,BOS,184
2014,1,7,-7,-7,US,LGA,BOS,184
2014,1,7,-6,-6,US,LGA,BOS,184
2014,1,7,9,-7,US,LGA,BOS,184
2014,1,7,-5,-16,US,LGA,BOS,184
2014,1,7,-6,-14,US,LGA,BOS,184
2014,1,7,-5,-8,US,LGA,BOS,184
2014,1,7,-2,0,US,LGA,BOS,184
2014,1,7,-5,-17,US,LGA,BOS,184
2014,1,7,-4,-22,US,LGA,BOS,184
2014,1,7,-5,-23,US,LGA,BOS,184
2014,1,7,-1,-15,US,LGA,BOS,184
2014,1,7,-5,-14,US,LGA,BOS,184
2014,1,7,-4,-24,US,LGA,BOS,184
2014,1,7,40,35,US,LGA,DCA,214
2014,1,7,-4,-1,US,LGA,DCA,214
2014,1,7,-3,-24,US,LGA,DCA,214
2014,1,7,4,-12,US,LGA,DCA,214
2014,1,7,15,13,US,LGA,DCA,214
2014,1,7,-1,-9,US,LGA,DCA,214
2014,1,7,27,43,US,LGA,DCA,214
2014,1,7,2,10,US,LGA,DCA,214
2014,1,7,3,-3,US,LGA,DCA,214
2014,1,7,50,33,US,LGA,DCA,214
2014,1,7,45,28,US,LGA,DCA,214
2014,1,7,11,0,US,LGA,DCA,214
2014,1,7,0,4,US,LGA,DCA,214
2014,1,7,-2,-20,US,LGA,DCA,214
2014,1,7,4,-9,US,LGA,DCA,214
2014,1,7,0,11,US,EWR,PHX,2133
2014,1,7,21,16,US,EWR,CLT,529
2014,1,7,26,26,US,JFK,PHX,2153
2014,1,7,22,5,US,JFK,PHX,2153
2014,1,7,10,74,US,EWR,PHX,2133
2014,1,7,0,4,US,EWR,CLT,529
2014,1,7,0,-19,US,EWR,PHX,2133
2014,1,7,28,28,US,JFK,CLT,541
2014,1,8,23,-10,AA,JFK,LAX,2475
2014,1,8,7,1,AA,JFK,LAX,2475
2014,1,8,-6,-8,AA,JFK,LAX,2475
2014,1,8,0,-12,AA,JFK,LAX,2475
2014,1,8,-3,9,AA,LGA,PBI,1035
2014,1,8,-3,11,AA,JFK,LAX,2475
2014,1,8,2,-4,AA,JFK,LAX,2475
2014,1,8,9,1,AA,EWR,LAX,2454
2014,1,8,7,12,AA,JFK,LAX,2475
2014,1,8,6,-9,AA,JFK,LAX,2475
2014,1,8,-3,2,AA,JFK,MIA,1089
2014,1,8,4,-10,AA,JFK,SEA,2422
2014,1,8,-7,-10,AA,EWR,MIA,1085
2014,1,8,57,57,AA,JFK,SFO,2586
2014,1,8,10,10,AA,JFK,BOS,187
2014,1,8,55,59,AA,JFK,SFO,2586
2014,1,8,4,9,AA,JFK,LAX,2475
2014,1,8,-1,-25,AA,JFK,BOS,187
2014,1,8,1,17,AA,JFK,ORD,740
2014,1,8,1,20,AA,JFK,AUS,1521
2014,1,8,-3,1,AA,EWR,DFW,1372
2014,1,8,-2,-7,AA,LGA,ORD,733
2014,1,8,-1,3,AA,LGA,ORD,733
2014,1,8,-5,1,AA,LGA,ORD,733
2014,1,8,3,-14,AA,LGA,ORD,733
2014,1,8,-1,2,AA,LGA,ORD,733
2014,1,8,24,7,AA,LGA,ORD,733
2014,1,8,3,16,AA,EWR,DFW,1372
2014,1,8,-7,-28,AA,LGA,ORD,733
2014,1,8,-8,-17,AA,LGA,ORD,733
2014,1,8,-7,0,AA,LGA,ORD,733
2014,1,8,8,-1,AA,LGA,ORD,733
2014,1,8,3,-5,AA,LGA,ORD,733
2014,1,8,107,82,AA,JFK,STT,1623
2014,1,8,67,51,AA,LGA,ORD,733
2014,1,8,17,7,AA,LGA,ORD,733
2014,1,8,0,16,AA,JFK,SJU,1598
2014,1,8,-3,7,AA,LGA,MIA,1096
2014,1,8,-8,-10,AA,LGA,MIA,1096
2014,1,8,17,9,AA,JFK,MIA,1089
2014,1,8,1,-6,AA,LGA,DFW,1389
2014,1,8,0,12,AA,LGA,MIA,1096
2014,1,8,-9,-1,AA,LGA,DFW,1389
2014,1,8,358,367,AA,EWR,MIA,1085
2014,1,8,-4,-5,AA,EWR,DFW,1372
2014,1,8,1,-5,AA,LGA,DFW,1389
2014,1,8,-4,-13,AA,LGA,DFW,1389
2014,1,8,2,23,AA,LGA,DFW,1389
2014,1,8,-1,-3,AA,LGA,DFW,1389
2014,1,8,13,19,AA,LGA,DFW,1389
2014,1,8,-4,-10,AA,LGA,DFW,1389
2014,1,8,-5,6,AA,LGA,DFW,1389
2014,1,8,45,46,AA,LGA,DFW,1389
2014,1,8,9,14,AA,LGA,DFW,1389
2014,1,8,-3,13,AA,LGA,DFW,1389
2014,1,8,1,9,AA,LGA,DFW,1389
2014,1,8,-7,10,AA,LGA,DFW,1389
2014,1,8,7,-1,AA,LGA,PBI,1035
2014,1,8,66,48,AA,JFK,SJU,1598
2014,1,8,29,28,AA,EWR,DFW,1372
2014,1,8,10,26,AA,LGA,MIA,1096
2014,1,8,-2,4,AA,LGA,MIA,1096
2014,1,8,0,-3,AA,JFK,LAS,2248
2014,1,8,1,11,AA,EWR,MIA,1085
2014,1,8,18,9,AA,LGA,MIA,1096
2014,1,8,-3,9,AA,LGA,MIA,1096
2014,1,8,-2,3,AA,EWR,DFW,1372
2014,1,8,-3,17,AA,JFK,MIA,1089
2014,1,8,113,115,AA,JFK,MIA,1089
2014,1,8,-2,18,AA,LGA,MIA,1096
2014,1,8,-1,8,AA,LGA,MIA,1096
2014,1,8,6,-7,AA,JFK,MCO,944
2014,1,8,23,19,AA,JFK,MIA,1089
2014,1,8,-2,12,AA,LGA,MIA,1096
2014,1,8,-1,-5,AA,JFK,BOS,187
2014,1,8,54,70,AA,LGA,MIA,1096
2014,1,8,15,4,AA,LGA,MIA,1096
2014,1,8,0,3,AA,JFK,EGE,1746
2014,1,8,4,15,AA,EWR,DFW,1372
2014,1,8,-2,-10,AA,JFK,MCO,944
2014,1,8,3,-22,AS,EWR,SEA,2402
2014,1,8,-3,3,B6,JFK,MSY,1182
2014,1,8,5,20,B6,JFK,RSW,1074
2014,1,8,16,3,B6,JFK,BOS,187
2014,1,8,41,47,B6,JFK,PBI,1028
2014,1,8,16,24,B6,JFK,RSW,1074
2014,1,8,21,20,B6,LGA,FLL,1076
2014,1,8,72,73,B6,JFK,TPA,1005
2014,1,8,12,12,B6,JFK,JAX,828
2014,1,8,26,26,B6,JFK,MCO,944
2014,1,8,164,162,B6,EWR,SJU,1608
2014,1,8,62,66,B6,LGA,MCO,950
2014,1,8,97,101,B6,EWR,MCO,937
2014,1,8,28,30,B6,JFK,BOS,187
2014,1,8,5,21,B6,EWR,MCO,937
2014,1,8,64,57,B6,EWR,MCO,937
2014,1,8,36,56,B6,JFK,FLL,1069
2014,1,8,62,75,B6,JFK,FLL,1069
2014,1,8,5,11,B6,JFK,TPA,1005
2014,1,8,13,0,B6,EWR,MCO,937
2014,1,8,14,-9,B6,JFK,PHX,2153
2014,1,8,197,198,B6,EWR,TPA,997
2014,1,8,2,2,B6,LGA,TPA,1010
2014,1,8,3,13,B6,LGA,FLL,1076
2014,1,8,22,30,B6,EWR,FLL,1065
2014,1,8,57,58,B6,LGA,RSW,1080
2014,1,8,76,72,B6,JFK,SJU,1598
2014,1,8,3,27,B6,JFK,FLL,1069
2014,1,8,0,10,B6,JFK,MCO,944
2014,1,8,20,1,B6,JFK,PBI,1028
2014,1,8,63,59,B6,JFK,MCO,944
2014,1,8,7,21,B6,JFK,FLL,1069
2014,1,8,19,47,B6,JFK,SJU,1598
2014,1,8,44,36,B6,JFK,FLL,1069
2014,1,8,-2,-2,B6,JFK,MCO,944
2014,1,8,9,-2,B6,JFK,AUS,1521
2014,1,8,0,15,B6,JFK,FLL,1069
2014,1,8,0,-2,B6,JFK,MCO,944
2014,1,8,11,13,B6,JFK,MCO,944
2014,1,8,15,-15,B6,JFK,ABQ,1826
2014,1,8,59,66,B6,LGA,MCO,950
2014,1,8,31,39,B6,JFK,FLL,1069
2014,1,8,2,-1,B6,JFK,SLC,1990
2014,1,8,27,14,B6,JFK,LAS,2248
2014,1,8,0,4,B6,JFK,RSW,1074
2014,1,8,-1,3,B6,LGA,FLL,1076
2014,1,8,20,43,B6,JFK,SJU,1598
2014,1,8,0,-2,B6,JFK,PBI,1028
2014,1,8,-4,-18,B6,JFK,MCO,944
2014,1,8,5,12,B6,EWR,SJU,1608
2014,1,8,162,178,B6,LGA,PBI,1035
2014,1,8,172,178,B6,LGA,FLL,1076
2014,1,8,7,25,B6,JFK,SEA,2422
2014,1,8,9,4,B6,EWR,RSW,1068
2014,1,8,-10,-10,B6,LGA,MCO,950
2014,1,8,144,182,B6,LGA,PBI,1035
2014,1,8,149,156,B6,LGA,TPA,1010
2014,1,8,8,0,B6,JFK,SRQ,1041
2014,1,8,0,-7,B6,JFK,TPA,1005
2014,1,8,0,2,B6,JFK,ROC,264
2014,1,8,58,47,B6,JFK,LGB,2465
2014,1,8,18,7,B6,JFK,ORD,740
2014,1,8,3,0,B6,JFK,SJU,1598
2014,1,8,13,40,B6,JFK,SFO,2586
2014,1,8,41,68,B6,JFK,PBI,1028
2014,1,8,252,255,B6,LGA,SRQ,1047
2014,1,8,252,245,B6,LGA,MCO,950
2014,1,8,0,5,B6,LGA,FLL,1076
2014,1,8,54,54,B6,JFK,MCO,944
2014,1,8,38,61,B6,JFK,FLL,1069
2014,1,8,113,117,B6,LGA,PBI,1035
2014,1,8,91,82,B6,JFK,JAX,828
2014,1,8,31,16,B6,JFK,BUR,2465
2014,1,8,42,65,B6,JFK,SFO,2586
2014,1,8,9,31,B6,JFK,AUS,1521
2014,1,8,8,1,B6,JFK,LAX,2475
2014,1,8,-4,-1,B6,JFK,LAS,2248
2014,1,8,2,2,B6,JFK,BQN,1576
2014,1,8,29,23,B6,JFK,LAX,2475
2014,1,8,13,21,B6,LGA,FLL,1076
2014,1,8,34,51,B6,EWR,FLL,1065
2014,1,8,173,163,B6,JFK,SAN,2446
2014,1,8,31,22,B6,JFK,LAX,2475
2014,1,8,-2,8,B6,JFK,BQN,1576
2014,1,8,57,72,B6,JFK,SJU,1598
2014,1,8,52,45,B6,JFK,FLL,1069
2014,1,8,14,5,B6,JFK,SYR,209
2014,1,8,-4,-5,B6,JFK,HOU,1428
2014,1,8,0,18,B6,JFK,BUF,301
2014,1,8,73,61,B6,JFK,CLT,541
2014,1,8,104,87,B6,JFK,BOS,187
2014,1,8,-1,-22,B6,JFK,BOS,187
2014,1,8,-5,-12,B6,EWR,BOS,200
2014,1,8,-4,-16,B6,EWR,BOS,200
2014,1,8,0,-10,B6,JFK,RDU,427
2014,1,8,3,-4,B6,JFK,SYR,209
2014,1,8,-2,-14,B6,JFK,BUF,301
2014,1,8,-2,-1,B6,JFK,ROC,264
2014,1,8,88,79,B6,JFK,ROC,264
2014,1,8,139,137,B6,JFK,BUF,301
2014,1,8,-1,9,B6,JFK,IAD,228
2014,1,8,3,-27,B6,JFK,BTV,266
2014,1,8,17,5,B6,JFK,PWM,273
2014,1,8,-3,9,B6,JFK,CHS,636
2014,1,8,77,76,B6,JFK,PWM,273
2014,1,8,24,25,B6,JFK,IAD,228
2014,1,8,15,16,B6,JFK,BUF,301
2014,1,8,0,-4,B6,JFK,BTV,266
2014,1,8,37,40,B6,JFK,PBI,1028
2014,1,8,63,69,B6,JFK,BOS,187
2014,1,8,-3,-5,B6,JFK,ORD,740
2014,1,8,4,8,B6,JFK,HOU,1428
2014,1,8,-5,7,B6,JFK,CLT,541
2014,1,8,-2,-1,B6,JFK,BTV,266
2014,1,8,-8,-12,B6,EWR,BOS,200
2014,1,8,10,-10,B6,JFK,BOS,187
2014,1,8,0,-10,B6,EWR,BOS,200
2014,1,8,2,-3,B6,JFK,CHS,636
2014,1,8,8,12,B6,JFK,BUF,301
2014,1,8,-3,-20,B6,JFK,RDU,427
2014,1,8,152,141,B6,JFK,PWM,273
2014,1,8,1,-4,B6,EWR,BOS,200
2014,1,8,4,0,B6,JFK,MSY,1182
2014,1,8,-2,9,B6,JFK,SYR,209
2014,1,8,17,1,B6,JFK,BOS,187
2014,1,8,15,18,B6,JFK,PSE,1617
2014,1,8,2,26,B6,EWR,FLL,1065
2014,1,8,70,74,B6,EWR,FLL,1065
2014,1,8,69,69,B6,EWR,PBI,1023
2014,1,8,21,52,B6,JFK,TPA,1005
2014,1,8,54,65,B6,EWR,PBI,1023
2014,1,8,36,26,B6,JFK,LAX,2475
2014,1,8,31,21,B6,JFK,LAS,2248
2014,1,8,44,31,B6,JFK,SJU,1598
2014,1,8,113,105,AA,JFK,LAS,2248
2014,1,8,6,15,AA,JFK,SFO,2586
2014,1,8,17,9,AA,JFK,DFW,1391
2014,1,8,-2,1,AA,JFK,SAN,2446
2014,1,8,2,-13,AA,JFK,BOS,187
2014,1,8,37,29,AA,JFK,SFO,2586
2014,1,8,3,-12,AA,JFK,SJU,1598
2014,1,8,-3,35,AA,JFK,MIA,1089
2014,1,8,-1,-10,DL,LGA,TPA,1010
2014,1,8,7,1,DL,LGA,DTW,502
2014,1,8,2,-12,DL,LGA,ATL,762
2014,1,8,22,20,DL,LGA,PBI,1035
2014,1,8,29,22,DL,LGA,DTW,502
2014,1,8,1,-10,DL,EWR,ATL,746
2014,1,8,4,-7,DL,EWR,ATL,746
2014,1,8,9,33,DL,EWR,ATL,746
2014,1,8,7,-14,DL,LGA,TPA,1010
2014,1,8,0,-25,DL,LGA,MCO,950
2014,1,8,0,-15,DL,EWR,ATL,746
2014,1,8,64,66,DL,EWR,SLC,1969
2014,1,8,1,-8,DL,JFK,LAS,2248
2014,1,8,1,-18,DL,LGA,ATL,762
2014,1,8,20,10,DL,LGA,MCO,950
2014,1,8,24,9,DL,LGA,MSP,1020
2014,1,8,3,38,DL,LGA,FLL,1076
2014,1,8,66,52,DL,LGA,PBI,1035
2014,1,8,-2,-14,DL,LGA,ATL,762
2014,1,8,61,64,DL,LGA,MIA,1096
2014,1,8,9,-9,DL,LGA,ATL,762
2014,1,8,33,44,DL,LGA,ATL,762
2014,1,8,1,21,DL,LGA,ATL,762
2014,1,8,19,19,DL,LGA,ATL,762
2014,1,8,17,6,DL,LGA,MCO,950
2014,1,8,26,18,DL,LGA,MSY,1183
2014,1,8,-10,-14,DL,LGA,MSY,1183
2014,1,8,-5,-13,DL,LGA,ATL,762
2014,1,8,8,19,DL,LGA,FLL,1076
2014,1,8,2,-11,DL,LGA,MSP,1020
2014,1,8,-5,-15,DL,LGA,ATL,762
2014,1,8,18,8,DL,LGA,FLL,1076
2014,1,8,17,8,DL,LGA,TPA,1010
2014,1,8,-4,-8,DL,LGA,FLL,1076
2014,1,8,-4,4,DL,LGA,MCO,950
2014,1,8,44,59,DL,LGA,PBI,1035
2014,1,8,0,10,DL,LGA,MSP,1020
2014,1,8,12,5,DL,LGA,TPA,1010
2014,1,8,0,11,DL,EWR,ATL,746
2014,1,8,40,19,DL,LGA,ATL,762
2014,1,8,0,21,DL,LGA,MIA,1096
2014,1,8,-3,19,DL,LGA,MIA,1096
2014,1,8,31,73,DL,JFK,PDX,2454
2014,1,8,14,9,DL,LGA,MSP,1020
2014,1,8,9,15,DL,JFK,SJU,1598
2014,1,8,1,-1,DL,EWR,ATL,746
2014,1,8,-3,-9,DL,JFK,SJU,1598
2014,1,8,-3,-5,DL,LGA,ATL,762
2014,1,8,22,1,DL,JFK,FLL,1069
2014,1,8,6,11,DL,JFK,SJU,1598
2014,1,8,84,124,DL,LGA,DTW,502
2014,1,8,20,6,DL,LGA,ATL,762
2014,1,8,132,103,DL,JFK,DEN,1626
2014,1,8,66,71,DL,JFK,SFO,2586
2014,1,8,7,2,DL,JFK,LAX,2475
2014,1,8,8,-1,DL,JFK,SEA,2422
2014,1,8,48,32,DL,JFK,LAX,2475
2014,1,8,18,2,DL,JFK,LAX,2475
2014,1,8,27,13,DL,JFK,ATL,760
2014,1,8,75,49,DL,JFK,LAX,2475
2014,1,8,0,-6,DL,JFK,LAX,2475
2014,1,8,78,66,DL,JFK,SFO,2586
2014,1,8,156,160,DL,JFK,SFO,2586
2014,1,8,28,4,DL,JFK,SFO,2586
2014,1,8,22,0,DL,JFK,SFO,2586
2014,1,8,17,-4,DL,JFK,SLC,1990
2014,1,8,41,29,DL,JFK,MSP,1029
2014,1,8,-1,4,DL,JFK,SEA,2422
2014,1,8,72,50,DL,JFK,SEA,2422
2014,1,8,1,-17,DL,JFK,LAS,2248
2014,1,8,49,20,DL,JFK,SAN,2446
2014,1,8,32,-1,DL,JFK,STT,1623
2014,1,8,32,20,DL,JFK,SJU,1598
2014,1,8,46,39,DL,JFK,PHX,2153
2014,1,8,102,116,DL,JFK,SLC,1990
2014,1,8,39,32,DL,JFK,SFO,2586
2014,1,8,-2,-12,DL,JFK,LAX,2475
2014,1,8,14,2,DL,JFK,LAX,2475
2014,1,8,-2,22,DL,JFK,ATL,760
2014,1,8,15,20,DL,JFK,MCO,944
2014,1,8,57,81,DL,JFK,ATL,760
2014,1,8,10,-3,DL,JFK,ATL,760
2014,1,8,50,37,DL,JFK,FLL,1069
2014,1,8,-1,7,DL,EWR,ATL,746
2014,1,8,-3,-4,DL,EWR,ATL,746
2014,1,8,-4,-6,DL,LGA,DTW,502
2014,1,8,-1,-13,DL,LGA,ATL,762
2014,1,8,4,-5,DL,EWR,ATL,746
2014,1,8,181,171,DL,LGA,DTW,502
2014,1,8,29,31,DL,LGA,ATL,762
2014,1,8,8,18,DL,LGA,DEN,1620
2014,1,8,3,-7,DL,LGA,ATL,762
2014,1,8,-4,-23,DL,JFK,LAS,2248
2014,1,8,-1,-8,DL,LGA,MIA,1096
2014,1,8,1,-8,DL,LGA,FLL,1076
2014,1,8,-4,-3,DL,JFK,MIA,1089
2014,1,8,13,-6,DL,LGA,MSP,1020
2014,1,8,6,-10,DL,LGA,DTW,502
2014,1,8,29,20,DL,JFK,SLC,1990
2014,1,8,-5,4,DL,LGA,MIA,1096
2014,1,8,15,32,DL,JFK,ATL,760
2014,1,8,-1,2,DL,JFK,BOS,187
2014,1,8,6,22,DL,JFK,MCO,944
2014,1,8,16,-3,DL,JFK,SLC,1990
2014,1,8,11,10,DL,LGA,MCO,950
2014,1,8,-1,2,DL,JFK,MIA,1089
2014,1,8,5,15,DL,LGA,MSP,1020
2014,1,8,6,-9,DL,LGA,DTW,502
2014,1,8,81,90,DL,LGA,ATL,762
2014,1,8,19,5,DL,JFK,DTW,509
2014,1,8,71,63,DL,JFK,AUS,1521
2014,1,8,3,9,DL,LGA,RSW,1080
2014,1,8,13,5,DL,JFK,PHX,2153
2014,1,8,76,60,DL,LGA,MSP,1020
2014,1,8,57,21,DL,JFK,LAS,2248
2014,1,8,9,1,DL,LGA,DTW,502
2014,1,8,6,1,DL,EWR,ATL,746
2014,1,8,-3,-12,DL,LGA,PBI,1035
2014,1,8,31,11,DL,JFK,LAS,2248
2014,1,8,66,59,DL,JFK,TPA,1005
2014,1,8,-1,-11,DL,LGA,PBI,1035
2014,1,8,63,56,DL,JFK,FLL,1069
2014,1,8,12,-8,DL,LGA,MSY,1183
2014,1,8,7,-8,DL,JFK,MCO,944
2014,1,8,87,71,DL,LGA,DTW,502
2014,1,8,4,14,AA,LGA,MIA,1096
2014,1,8,-7,-9,EV,EWR,ALB,143
2014,1,8,23,24,EV,EWR,RIC,277
2014,1,8,67,63,EV,EWR,DAY,533
2014,1,8,0,9,EV,EWR,GSO,445
2014,1,8,-10,-12,EV,EWR,MHT,209
2014,1,8,150,160,EV,EWR,SDF,642
2014,1,8,53,45,EV,EWR,ORF,284
2014,1,8,38,31,EV,EWR,STL,872
2014,1,8,2,-3,EV,EWR,BNA,748
2014,1,8,135,138,EV,EWR,MSN,799
2014,1,8,5,-3,EV,EWR,CLT,529
2014,1,8,10,1,EV,EWR,OMA,1134
2014,1,8,137,133,EV,EWR,GRR,605
2014,1,8,-8,-8,EV,EWR,DTW,488
2014,1,8,44,47,EV,EWR,RIC,277
2014,1,8,0,13,EV,EWR,SDF,642
2014,1,8,157,143,EV,EWR,RIC,277
2014,1,8,14,9,EV,EWR,PVD,160
2014,1,8,86,77,EV,EWR,ATL,746
2014,1,8,15,-1,EV,EWR,ATL,746
2014,1,8,176,169,EV,EWR,SYR,195
2014,1,8,28,23,EV,EWR,BDL,116
2014,1,8,109,104,EV,EWR,PWM,284
2014,1,8,26,22,EV,EWR,CMH,463
2014,1,8,62,46,EV,EWR,BDL,116
2014,1,8,80,67,EV,EWR,DCA,199
2014,1,8,70,87,EV,EWR,DCA,199
2014,1,8,-1,2,EV,EWR,PWM,284
2014,1,8,-3,-4,EV,EWR,DTW,488
2014,1,8,7,9,EV,EWR,DCA,199
2014,1,8,34,22,EV,EWR,BWI,169
2014,1,8,-4,2,EV,EWR,CHS,628
2014,1,8,168,154,EV,EWR,ATL,746
2014,1,8,-1,14,EV,EWR,SAV,708
2014,1,8,28,20,EV,EWR,ROC,246
2014,1,8,-1,19,EV,EWR,BNA,748
2014,1,8,10,31,EV,EWR,BWI,169
2014,1,8,15,-6,EV,EWR,CLT,529
2014,1,8,132,105,EV,LGA,CLE,419
2014,1,8,20,21,EV,EWR,STL,872
2014,1,8,33,44,EV,EWR,GSP,594
2014,1,8,63,67,EV,EWR,MKE,725
2014,1,8,-4,-10,EV,EWR,ROC,246
2014,1,8,16,2,EV,EWR,BTV,266
2014,1,8,24,24,EV,EWR,DCA,199
2014,1,8,124,115,EV,EWR,JAX,820
2014,1,8,105,101,EV,EWR,MSP,1008
2014,1,8,4,10,EV,EWR,DTW,488
2014,1,8,18,7,EV,EWR,DTW,488
2014,1,8,1,2,EV,EWR,TUL,1215
2014,1,8,7,5,EV,EWR,CMH,463
2014,1,8,-2,0,EV,EWR,OMA,1134
2014,1,8,159,163,EV,EWR,MEM,946
2014,1,8,-7,-12,EV,EWR,XNA,1131
2014,1,8,1,1,EV,EWR,PIT,319
2014,1,8,0,-10,EV,EWR,RDU,416
2014,1,8,55,62,EV,EWR,ROC,246
2014,1,8,19,13,EV,EWR,JAX,820
2014,1,8,0,7,EV,EWR,IND,645
2014,1,8,76,81,EV,EWR,MCI,1092
2014,1,8,-3,-7,EV,EWR,BNA,748
2014,1,8,66,57,EV,EWR,MSY,1167
2014,1,8,88,78,EV,EWR,PWM,284
2014,1,8,3,1,EV,EWR,MKE,725
2014,1,8,211,197,EV,EWR,RIC,277
2014,1,8,-2,-13,EV,EWR,MSY,1167
2014,1,8,207,210,EV,EWR,IND,645
2014,1,8,18,14,EV,EWR,MKE,725
2014,1,8,131,127,EV,EWR,PWM,284
2014,1,8,-4,-13,EV,EWR,CHS,628
2014,1,8,45,52,EV,EWR,MCI,1092
2014,1,8,3,4,EV,EWR,GSP,594
2014,1,8,19,8,EV,EWR,GRR,605
2014,1,8,6,23,EV,EWR,STL,872
2014,1,8,4,-1,EV,EWR,MSP,1008
2014,1,8,31,27,EV,EWR,STL,872
2014,1,8,265,287,EV,EWR,MSP,1008
2014,1,8,153,153,EV,EWR,MEM,946
2014,1,8,-2,-7,EV,EWR,DSM,1017
2014,1,8,100,103,EV,EWR,CVG,569
2014,1,8,113,106,EV,EWR,DAY,533
2014,1,8,5,-2,EV,EWR,CLT,529
2014,1,8,11,18,EV,EWR,ATL,746
